,property,value (log),smiles_string
6473,p_exp_CO2,-5.477555766,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6474,p_exp_CO2,-5.651695137,Cc3cc2c1cc(O[e])c(O[d])cc1C8(c2cc3C)c4cc(C)c(C)cc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6475,p_exp_CO2,-5.657577319,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=C(C)C(C)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6476,p_exp_CO2,-5.66756154,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6477,p_exp_CO2,-5.756961951,C13=CC(O[d])=C(O[e])C=C1C2=CC%10=C(C=C2C35C4=CC9=C(C=C4C6=C5C=C8C(=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8)C(C)(C)CCC9(C)C)C(C)(C)CCC%10(C)C
6478,p_exp_H2,-5.772113295,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6479,p_exp_H2,-5.779891912,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)C(C)(C)C7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6480,p_exp_H2,-5.832682665,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C(C(F)(F)F)=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6481,p_exp_CO2,-5.8569852,C16=C(C4(C2=C1C=CC=C2)C3=CC(O[d])=C(O[e])C=C3C5=CC=CC=C45)C=C7C(=C6)OC8=C(O7)C(C#N)=C(O[t])C(O[g])=C8C#N
6482,p_exp_H2,-5.866461092,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6483,p_exp_CO2,-5.866461092,C12=CC4=C(C=C1OC3=C(O2)C(C#N)=C([d])C([e])=C3C#N)C5(CC4(C)C)C6=C(C(C)(C)C5)C=C(O[g])C(O[t])=C6
6484,p_exp_CO2,-5.869666232,Cc3ccc2c1cc(O[e])c(O[d])cc1C8(c2c3)c4cc(C)ccc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6485,p_exp_CO2,-5.879426069,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=C7C(=C6)C=CC=C7
6486,p_exp_H2,-5.91721463,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6487,p_exp_H2,-5.943095149,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=C(C)C(C)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6488,p_exp_CO2,-5.962573502,Cc8cc7c1cc(O[e])c(O[d])cc1C6(c2ccccc2c5cc4oc3c(C#N)c(C[g])c(C[t])c(C#N)c3oc4cc56)c7cc8C
6489,p_exp_H2,-6.000869459,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=C7C(=C6)C=CC=C7
6490,p_exp_CO2,-6.01278077,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=CC=C6
6491,p_exp_H2,-6.038104526,Cc3cc2c1cc(O[e])c(O[d])cc1C8(c2cc3C)c4cc(C)c(C)cc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6492,p_exp_CO2,-6.053056729,N#Cc2c(C[g])c(C[t])c(C#N)c3oc1cc5c(cc1oc23)c4ccccc4C58c6ccccc6c7cc(O[e])c(O[d])cc78
6493,p_exp_O2,-6.068542129,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)C(C)(C)C7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6494,p_exp_H2,-6.094743951,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=CC=C6
6495,p_exp_O2,-6.109578981,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C(C(F)(F)F)=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6496,p_exp_H2,-6.110138279,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6497,p_exp_O2,-6.126679398,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6498,p_exp_H2,-6.14327111,C13=CC(O[d])=C(O[e])C=C1C2=CC%10=C(C=C2C35C4=CC9=C(C=C4C6=C5C=C8C(=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8)C(C)(C)CCC9(C)C)C(C)(C)CCC%10(C)C
6499,p_exp_CO2,-6.146301788,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6500,d_exp_CO2,-6.060480747,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6501,s_exp_CO2,-0.085821041,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6502,p_exp_He,-6.195860568,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6503,p_exp_H2,-6.199282922,C16=C(C4(C2=C1C=CC=C2)C3=CC(O[d])=C(O[e])C=C3C5=CC=CC=C45)C=C7C(=C6)OC8=C(O7)C(C#N)=C(O[t])C(O[g])=C8C#N
6504,p_exp_O2,-6.2069084,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6505,p_exp_CO2,-6.214670165,C12=CC4=C(C=C1CC3=C(C2)C(C#N)=C([g])C([t])=C3C#N)C5(C(C)C4(CC)C)C6=C(C(C)(CC)C5)C=C(O[d])C(O[e])=C6
6506,p_exp_H2,-6.214670165,[e]CN1c2cc3c(C4C5=CC(C=C(C(CCC6(C)C)(C)C)C6=C7)=C7C=C5C3c8c4cc([g])c([t])c8)cc2CN(C1)[d]
6507,p_exp_CO2,-6.217527376,[e]CN1c2cc3c(C4C5=CC(C=C(C(CCC6(C)C)(C)C)C6=C7)=C7C=C5C3c8c4cc([g])c([t])c8)cc2CN(C1)[d]
6508,p_exp_He,-6.232102384,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C(C(F)(F)F)=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6509,p_exp_He,-6.244125144,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)C(C)(C)C7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6510,p_exp_H2,-6.262807357,Cc8cc7c1cc(O[e])c(O[d])cc1C6(c2ccccc2c5cc4oc3c(C#N)c(C[g])c(C[t])c(C#N)c3oc4cc56)c7cc8C
6511,p_exp_CO2,-6.26760624,C2%13=C(C=C1OC3=C(OC1=C2)C(C#N)=C([d])C([e])=C3C#N)C(C)(C)CC%12(CC(C)(C)C%11=CC%10=C(OC9=C(C#N)C5=C(OC4=CC7=C(C=C4O5)C8(C)C6=CC(O[t])=C(O[g])C=C6C7(C)CC8)C(C#N)=C9O%10)C=C%11O%12)O%13
6512,p_exp_CO2,-6.27572413,C1([d])=C(C#N)C2=C(C(C#N)=C1[e])OC3=C(O2)C=C4C(=C3)OC6(CC4(C)C)CC(C)(C)C5=CC8=C(C=C5O6)OC7=C(C#N)C9=C(C(C#N)=C7O8)OC%10=C(O9)C=C%11C(=C%10)C%13(CC%11(C)C)C%12=CC(O[g])=C(O[t])C=C%12CC%13(C)C
6513,p_exp_H2,-6.279840697,Cc3ccc2c1cc(O[e])c(O[d])cc1C8(c2c3)c4cc(C)ccc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6514,p_exp_He,-6.288192771,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6515,p_exp_H2,-6.300162274,C12=CC4=C(C=C1OC3=C(O2)C(C#N)=C([d])C([e])=C3C#N)C5(CC4(C)C)C6=C(C(C)(C)C5)C=C(O[g])C(O[t])=C6
6516,p_exp_CH4,-6.312471039,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)C(C)(C)C7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6517,p_exp_CO2,-6.322393047,C1%12=C(C=C%10C(=C1)S(=O)(=O)C2=C(C=C9C(=C2)OC3=C(C=C4C(=C3)C5(CC4(C)C)CC(C)(C)C6=C5C=C8C(=C6)OC7=C(C(C#N)=C([g])C([t])=C7C#N)O8)O9)S%10(=O)=O)OC%11=CC%15=C(C=C%11O%12)C%14(C%13=CC(O[e])=C(O[d])C=C%13C(C)(C)C%14)CC%15(C)C
6518,p_exp_CO2,-6.337242168,C2%13=C(C=C1OC3=C(OC1=C2)C(C#N)=C([d])C([e])=C3C#N)C(C)(C)CC%12(CC(C)(C)C%11=CC%10=C(OC9=C(C#N)C8=C(OC4=C(C=C5C(=C4)C(C)(C)CC56CC(C)(C)C7=C6C=C(O[g])C(O[t])=C7)O8)C(C#N)=C9O%10)C=C%11O%12)O%13
6519,p_exp_He,-6.342944147,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6520,p_exp_CH4,-6.36251027,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C(C(F)(F)F)=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6521,p_exp_O2,-6.363512104,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6522,p_exp_H2,-6.363512104,N#Cc2c(C[g])c(C[t])c(C#N)c3oc1cc5c(cc1oc23)c4ccccc4C58c6ccccc6c7cc(O[e])c(O[d])cc78
6523,p_exp_H2,-6.366531544,C12=C(C=C([e])C([d])=C1)N=C3C(=N2)C=C5C(=C3)C6(C(C)C)C4=C(C=C(O[t])C(O[g])=C4)C5(C(C)C)C7=C6C=CC=C7
6524,p_exp_H2,-6.392544977,c2cc1cc4c(cc1c3CN([d])CN(C[e])c23)C8CC4c7cc6c5CN([t])CN(C[g])c5ccc6cc78
6525,p_exp_He,-6.397940009,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=C(C)C(C)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6526,p_exp_O2,-6.403402904,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=C(C)C(C)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6527,p_exp_O2,-6.417936637,Cc3cc2c1cc(O[e])c(O[d])cc1C8(c2cc3C)c4cc(C)c(C)cc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6528,p_exp_CO2,-6.420216403,C2%13=C(C=C1OC3=C(OC1=C2)C(C#N)=C([d])C([e])=C3C#N)C(C)(C)CC%12(CC(C)(C)C%11=CC%10=C(OC9=C(C#N)C8=C(OC4=C(C(Br)=C5C(=C4)C(C)(C)CC56CC(C)(C)C7=C6C=C(O[g])C(O[t])=C7Br)O8)C(C#N)=C9O%10)C=C%11O%12)O%13
6529,p_exp_CO2,-6.420216403,C9(C7=C(C1=CC=CC=C1)C(C2=CC=CC=C2)=C(C3=CC=C5C(=C3)OC4=C(C#N)C([g])=C([t])C(C#N)=C4O5)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=CC(O[d])=C(O[e])C=C9
6530,p_exp_CO2,-6.431798276,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56
6531,p_exp_CO2,-6.455931956,c2cc1cc4c(cc1c3CN([d])CN(C[e])c23)C8CC4c7cc6c5CN([t])CN(C[g])c5ccc6cc78
6532,p_exp_CH4,-6.465973894,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6533,p_exp_CO2,-6.468521083,C1([d])=C(C#N)C2=C(C(C#N)=C1[e])OC3=C(O2)C=C4C(=C3)OC6(CC4(C)C)CC(C)(C)C5=CC8=C(C=C5O6)OC7=C(C#N)C9=C(C(C#N)=C7O8)OC%10=C(O9)C=C%11C(=C%10)C%13(C(C)C%11(CC)C)C%12=CC(O[g])=C(O[t])C=C%12CC%13(C)CC
6534,p_exp_O2,-6.482804102,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=C7C(=C6)C=CC=C7
6535,p_exp_O2,-6.494850022,C13=CC(O[d])=C(O[e])C=C1C2=CC%10=C(C=C2C35C4=CC9=C(C=C4C6=C5C=C8C(=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8)C(C)(C)CCC9(C)C)C(C)(C)CCC%10(C)C
6536,p_exp_CO2,-6.507239611,C7(C1=C([g])C([t])=C(C#N)C3=C1CC2=CC4=C(C=C2C3)C5(CC4(C)C)C6=C(C(C)(C)C5)C=C(O[e])C(O[d])=C6)=NN=NN7
6537,p_exp_He,-6.507239611,Cc3cc2c1cc(O[e])c(O[d])cc1C8(c2cc3C)c4cc(C)c(C)cc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6538,p_exp_CO2,-6.512861625,C%12%13=C(C1=CC=CC2=C1C=C4C(=C2)OC3=CC6=C(C=C3O4)S(=O)(=O)C5=CC8=C(C=C5S6(=O)=O)OC7=CC%11=C(C=C7O8)C%10(C9=CC(O[e])=C(O[d])C=C9C(C)(C)C%10)CC%11(C)C)C=CC=C%12C=C%15C(=C%13)OC%14=C(C(C#N)=C([t])C([g])=C%14C#N)O%15
6539,p_exp_H2,-6.512861625,C12=CC(O[e])=C(O[d])C=C1C(C)(C)CC23CC(C)(C)C4=C3C=C5C(=C4)OC6=C(O5)C(CN)=C([t])C([g])=C6CN
6540,p_exp_N2,-6.522878745,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C(C(F)(F)F)=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6541,p_exp_He,-6.53313238,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=C7C(=C6)C=CC=C7
6542,p_exp_CO2,-6.537602002,C13(CC(C)(C)C2=C1C=C([d])C([e])=C2)C4=C(C(C)(C)C3)C=C5C(=C4)N(C[t])CN([g])C5
6543,p_exp_CO2,-6.54668166,C2=C1C(C)(C)CC3(C1=CC(O[d])=C2O[e])CC(C)(C)C4=C3C=C5C(=C4)OC6=C(O5)C(C#N)=C(O[t])C(O[g])=C6C#N
6544,p_exp_He,-6.565431096,C13=CC(O[d])=C(O[e])C=C1C2=CC%10=C(C=C2C35C4=CC9=C(C=C4C6=C5C=C8C(=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8)C(C)(C)CCC9(C)C)C(C)(C)CCC%10(C)C
6545,p_exp_O2,-6.565431096,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=CC=C6
6546,p_exp_O2,-6.578396073,C16=C(C4(C2=C1C=CC=C2)C3=CC(O[d])=C(O[e])C=C3C5=CC=CC=C45)C=C7C(=C6)OC8=C(O7)C(C#N)=C(O[t])C(O[g])=C8C#N
6547,p_exp_CO2,-6.580044252,C%12%13=C(C1=C%11C(=CC2=C1C=CC=C2)OC%10=C(C(C#N)=C9OC3=C(C=C4C(=C3)C5(CC4(C)C)CC(C)(C)C6=C5C=C8C(=C6)OC7=C(C(C#N)=C([g])C([t])=C7C#N)O8)OC9=C%10C#N)O%11)C(O[e])=C(O[d])C=C%12C=CC=C%13
6548,p_exp_H2,-6.581698709,C1%12=C(C=C%10C(=C1)S(=O)(=O)C2=C(C=C9C(=C2)OC3=C(C=C4C(=C3)C5(CC4(C)C)CC(C)(C)C6=C5C=C8C(=C6)OC7=C(C(C#N)=C([g])C([t])=C7C#N)O8)O9)S%10(=O)=O)OC%11=CC%15=C(C=C%11O%12)C%14(C%13=CC(O[e])=C(O[d])C=C%13C(C)(C)C%14)CC%15(C)C
6549,p_exp_CO2,-6.581698709,C9(C7=C(C1=CC=C(C)C=C1)C(C2=CC=C(C)C=C2)=C(C3=CC=C5C(=C3)OC4=C(C#N)C([g])=C([t])C(C#N)=C4O5)C(C6=CC=C(C)C=C6)=C7C8=CC=C(C)C=C8)=CC(O[d])=C(O[e])C=C9
6550,p_exp_He,-6.590066877,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6551,p_exp_CO2,-6.590066877,C2C6(OC1=CC3=C(C=C1C2(C)C)OC4=C(O3)C(C#N)=C([e])C([d])=C4C#N)CC(C)(C)C5=CC8=C(C=C5O6)OC7=C(C#N)C9=C(C(C#N)=C7O8)OC%10=C(O9)C=C%11C(=C%10)OC%13(CC%11(C)C)CC(C)(C)C%12=CC%15=C(C=C%12O%13)OC%14=C(C#N)C%16=C(C(C#N)=C%14O%15)OC%17=C(O%16)C=C%18C(=C%17)OC%20(CC%18(C)C)CC(C)(C)C%19=CC%22=C(C=C%19O%20)OC%21=C(C#N)C%23=C(C(C#N)=C%21O%22)OC%24=C(O%23)C=C%25C(=C%24)C%27(CC%25(C)C)C%26=CC(O[g])=C(O[t])C=C%26CC%27(C)C
6552,p_exp_N2,-6.591760035,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)C(C)(C)C7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6553,p_exp_CO2,-6.591760035,C12=CC(O[e])=C(O[d])C=C1C(C)(C)CC23CC(C)(C)C4=C3C=C5C(=C4)OC7=C(O5)C(C6=NN=NN6)=C([t])C([g])=C7C8=NN=NN8
6554,p_exp_He,-6.602059991,C14=C(C=C([e])C([d])=C1)C5C2=C(C=C3C(=C2)N([g])CN3C[t])C4C6=C5C=CC=C6
6555,p_exp_CO2,-6.621602099,C9(C7=C(C1=CC=C(C#N)C=C1)C(C2=CC=C(C#N)C=C2)=C(C3=CC=C5C(=C3)OC4=C(C#N)C([g])=C([t])C(C#N)=C4O5)C(C6=CC=C(C#N)C=C6)=C7C8=CC=C(C#N)C=C8)=CC(O[d])=C(O[e])C=C9
6556,p_exp_He,-6.638272164,[e]CN1c2cc3c(C4C5=CC(C=C(C(CCC6(C)C)(C)C)C6=C7)=C7C=C5C3c8c4cc([g])c([t])c8)cc2CN(C1)[d]
6557,p_exp_CH4,-6.642065153,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6558,p_exp_CO2,-6.643974143,C12=CC(O[e])=C(O[d])C=C1C(C)(C)CC23CC(C)(C)C4=C3C=C5C(=C4)OC6=C(O5)C=C%13C(=C6)C(=O)N(C%11=C%12C(=C(C9=CC(C)=C(N7C(=O)C8=C(C7=O)C=C([g])C([t])=C8)C%10=C9C=CC=C%10)C=C%11C)C=CC=C%12)C%13=O
6559,p_exp_O2,-6.643974143,C12=CC4=C(C=C1OC3=C(O2)C(C#N)=C([d])C([e])=C3C#N)C5(CC4(C)C)C6=C(C(C)(C)C5)C=C(O[g])C(O[t])=C6
6560,p_exp_O2,-6.645891561,Cc3ccc2c1cc(O[e])c(O[d])cc1C8(c2c3)c4cc(C)ccc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6561,p_exp_N2,-6.651695137,C13=CC(O[d])=C(O[e])C=C1C4(C)C2=CC9=C(C=C2C3(C)C5=CC6=C(C=C45)C=C7C(=C6)C(C)(C)CCC7(C)C)OC8=C(C#N)C([g])=C([t])C(C#N)=C8O9
6562,p_exp_H2,-6.657577319,C13(CC(C)(C)C2=C1C=C([d])C([e])=C2)C4=C(C(C)(C)C3)C=C5C(=C4)N(C[t])CN([g])C5
6563,p_exp_He,-6.657577319,C16=C(C4(C2=C1C=CC=C2)C3=CC(O[d])=C(O[e])C=C3C5=CC=CC=C45)C=C7C(=C6)OC8=C(O7)C(C#N)=C(O[t])C(O[g])=C8C#N
6564,p_exp_CO2,-6.66756154,C1%10=C(C(S(=O)(=O)CC)=C3C(=C1S(=O)(=O)CC)OC2=CC4=C(C=C2O3)C(C)(C)CC45CC(C)(C)C6=C5C=C8C(=C6)OC7=C(C(C#N)=C([g])C([t])=C7C#N)O8)OC9=CC%13=C(C=C9O%10)C%12(C%11=CC(O[e])=C(O[d])C=C%11C(C)(C)C%12)CC%13(C)C
6565,p_exp_H2,-6.66756154,C1([d])=C(C#N)C2=C(C(C#N)=C1[e])OC3=C(O2)C=C4C(=C3)OC6(CC4(C)C)CC(C)(C)C5=CC8=C(C=C5O6)OC7=C(C#N)C9=C(C(C#N)=C7O8)OC%10=C(O9)C=C%11C(=C%10)C%13(CC%11(C)C)C%12=CC(O[g])=C(O[t])C=C%12CC%13(C)C
6566,p_exp_O2,-6.66756154,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6567,d_exp_O2,-5.49757288,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6568,s_exp_O2,-1.169988659,C12=CC([d])=C([e])C=C1C3(C)C4=C(C2(C)CC3)C=C5C(=C4)N(C[t])CN([g])C5
6569,p_exp_CO2,-6.671620397,C9(C7=C(C1=CC=C(Br)C=C1)C(C2=CC=C(Br)C=C2)=C(C3=CC=C5C(=C3)OC4=C(C#N)C([g])=C([t])C(C#N)=C4O5)C(C6=CC=C(Br)C=C6)=C7C8=CC=C(Br)C=C8)=CC(O[d])=C(O[e])C=C9
6570,p_exp_H2,-6.677780705,C12=CC4=C(C=C1CC3=C(C2)C(C#N)=C([g])C([t])=C3C#N)C5(C(C)C4(CC)C)C6=C(C(C)(CC)C5)C=C(O[d])C(O[e])=C6
6571,p_exp_CH4,-6.677780705,C13=CC(O[d])=C(O[e])C=C1C2=CC%10=C(C=C2C35C4=CC9=C(C=C4C6=C5C=C8C(=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8)C(C)(C)CCC9(C)C)C(C)(C)CCC%10(C)C
6572,p_exp_H2,-6.677780705,C2%13=C(C=C1OC3=C(OC1=C2)C(C#N)=C([d])C([e])=C3C#N)C(C)(C)CC%12(CC(C)(C)C%11=CC%10=C(OC9=C(C#N)C5=C(OC4=CC7=C(C=C4O5)C8(C)C6=CC(O[t])=C(O[g])C=C6C7(C)CC8)C(C#N)=C9O%10)C=C%11O%12)O%13
6573,p_exp_H2,-6.690369833,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56
6574,p_exp_O2,-6.692503962,[e]CN1c2cc3c(C4C5=CC(C=C(C(CCC6(C)C)(C)C)C6=C7)=C7C=C5C3c8c4cc([g])c([t])c8)cc2CN(C1)[d]
6575,p_exp_CH4,-6.694648631,Cc3cc2c1cc(O[e])c(O[d])cc1C8(c2cc3C)c4cc(C)c(C)cc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6576,p_exp_He,-6.698970004,Cc3ccc2c1cc(O[e])c(O[d])cc1C8(c2c3)c4cc(C)ccc4c7cc6oc5c(C#N)c(C[g])c(C[t])c(C#N)c5oc6cc78
6577,p_exp_He,-6.705533774,Cc8cc7c1cc(O[e])c(O[d])cc1C6(c2ccccc2c5cc4oc3c(C#N)c(C[g])c(C[t])c(C#N)c3oc4cc56)c7cc8C
6578,p_exp_He,-6.709965389,C12=CC4=C(C=C1OC3=C(O2)C(C#N)=C([d])C([e])=C3C#N)C5(CC4(C)C)C6=C(C(C)(C)C5)C=C(O[g])C(O[t])=C6
6579,p_exp_CO2,-6.723538196,C12=CC(O[e])=C(O[d])C=C1C(C)(C)CC23CC(C)(C)C4=C3C=C5C(=C4)OC6=C(O5)C(CN)=C([t])C([g])=C6CN
6580,p_exp_N2,-6.73754891,C1(O[d])=CC3=C(C=C1O[e])C4(C)C2=CC8=C(C=C2C3(C)C5=CC6=C(C=C45)C=CC(C(F)(F)F)=C6)OC7=C(C#N)C([g])=C([t])C(C#N)=C7O8
6581,p_exp_CO2,-6.739928612,C6(C4(C1=CC(C)=C2C(=C1)N(C[t])CN2[g])C3CC5CC(C3)CCC4CC5)=C(C)C=C([e])C([d])=C6
6582,d_exp_CO2,-6.378823718,C6(C4(C1=CC(C)=C2C(=C1)N(C[t])CN2[g])C3CC5CC(C3)CCC4CC5)=C(C)C=C([e])C([d])=C6
6583,s_exp_CO2,-0.361104893,C6(C4(C1=CC(C)=C2C(=C1)N(C[t])CN2[g])C3CC5CC(C3)CCC4CC5)=C(C)C=C([e])C([d])=C6
6584,p_exp_O2,-6.739928612,Cc8cc7c1cc(O[e])c(O[d])cc1C6(c2ccccc2c5cc4oc3c(C#N)c(C[g])c(C[t])c(C#N)c3oc4cc56)c7cc8C
