,property,value (log),smiles_string
188,d_sim_CO2,-6.869666232,[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(-c4cc(-c5ccc(Oc6ccc([*])cc6)cc5)[nH]n4)cc3)cc2)cc1
189,s_sim_CO2,-0.972354113,[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(-c4cc(-c5ccc(Oc6ccc([*])cc6)cc5)[nH]n4)cc3)cc2)cc1
190,p_sim_CO2,-7.841637508,[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(-c4cc(-c5ccc(Oc6ccc([*])cc6)cc5)[nH]n4)cc3)cc2)cc1
191,d_sim_CO2,-6.578396073,[*]OCC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC([*])C)c2)CC1
192,s_sim_CO2,-1.002938938,[*]OCC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC([*])C)c2)CC1
193,p_sim_CO2,-7.581698709,[*]OCC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC([*])C)c2)CC1
194,d_sim_CH4,-6.913640169,[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc1)C2=O
195,s_sim_CH4,-1.032600481,[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc1)C2=O
196,p_sim_CH4,-7.946921557,[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc1)C2=O
197,d_sim_CO2,-6.457174573,[*]c1ccc(OCC(COc2ccc(C([*])(C)C)cc2)OC(=O)CCl)cc1
198,s_sim_CO2,-1.051834545,[*]c1ccc(OCC(COc2ccc(C([*])(C)C)cc2)OC(=O)CCl)cc1
199,p_sim_CO2,-7.508638306,[*]c1ccc(OCC(COc2ccc(C([*])(C)C)cc2)OC(=O)CCl)cc1
200,d_sim_CH4,-7.112945622,[*]Nc1ccc(NC(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cccc(C([*])=O)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1
201,s_sim_CH4,-1.079493724,[*]Nc1ccc(NC(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cccc(C([*])=O)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1
202,p_sim_CH4,-8.192464972,[*]Nc1ccc(NC(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cccc(C([*])=O)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1
203,d_sim_CH4,-5.677780705,[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C)c1
204,s_sim_CH4,-1.081140695,[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C)c1
205,p_sim_CH4,-6.759450752,[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C)c1
206,d_sim_CH4,-6.119186408,[*]Oc1cc(C)c([*])c(C)c1Br
207,s_sim_CH4,-1.089130683,[*]Oc1cc(C)c([*])c(C)c1Br
208,p_sim_CH4,-7.208309351,[*]Oc1cc(C)c([*])c(C)c1Br
209,d_sim_CO2,-6.277366077,[*]OC(=O)c1ccc(C(=O)Oc2ccc([*])cc2OCCOCCOCC)cc1
210,s_sim_CO2,-1.092545416,[*]OC(=O)c1ccc(C(=O)Oc2ccc([*])cc2OCCOCCOCC)cc1
211,p_sim_CO2,-7.369572125,[*]OC(=O)c1ccc(C(=O)Oc2ccc([*])cc2OCCOCCOCC)cc1
212,d_sim_CH4,-6.555955204,[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1
213,s_sim_CH4,-1.102276946,[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1
214,p_sim_CH4,-7.657577319,[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1
215,d_sim_CH4,-6.866461092,[*]c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(S([*])(=O)=O)c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F
216,s_sim_CH4,-1.184327428,[*]c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(S([*])(=O)=O)c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F
217,p_sim_CH4,-8.050609993,[*]c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(S([*])(=O)=O)c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F
218,d_sim_CH4,-6.356547324,[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1
219,s_sim_CH4,-1.210095535,[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1
220,p_sim_CH4,-7.567030709,[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1
221,d_sim_CH4,-6.761953897,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O
222,s_sim_CH4,-1.211652233,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O
223,p_sim_CH4,-7.974694135,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O
224,d_sim_CO2,-6.505845406,[*]OCCCCCCCCCCOc1ccc(C=C2CCCC(=Cc3ccc(OCCCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C([*])=O)cc6)o5)cc4)cc3)C2=O)cc1
225,s_sim_CO2,-1.216926251,[*]OCCCCCCCCCCOc1ccc(C=C2CCCC(=Cc3ccc(OCCCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C([*])=O)cc6)o5)cc4)cc3)C2=O)cc1
226,p_sim_CO2,-7.723538196,[*]OCCCCCCCCCCOc1ccc(C=C2CCCC(=Cc3ccc(OCCCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C([*])=O)cc6)o5)cc4)cc3)C2=O)cc1
227,d_sim_CH4,-6.896196279,[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1
228,s_sim_CH4,-1.253722232,[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1
229,p_sim_CH4,-8.149966742,[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1
230,d_sim_CH4,-6.752026734,[*]Oc1c(Cl)cc([*])cc1Cl
231,s_sim_CH4,-1.259426026,[*]Oc1c(Cl)cc([*])cc1Cl
232,p_sim_CH4,-8.011441043,[*]Oc1c(Cl)cc([*])cc1Cl
233,p_exp_CH4,-10.77728353,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1
234,d_sim_CH4,-6.759450752,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1
235,s_sim_CH4,-1.301062387,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1
236,p_sim_CH4,-8.060480747,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1
237,p_exp_O2,-7.954677021,[*]c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C
238,d_sim_O2,-5.36251027,[*]c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C
239,s_sim_O2,-1.314413946,[*]c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C
240,p_sim_O2,-6.677780705,[*]c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C
241,d_sim_CH4,-6.583359493,[*]c1ccc(N=Cc2ccc(-c3ccc(C=Nc4ccc(N5C(=O)c6ccc7c8c(Oc9ccc(C(C)(C)C)cc9)cc9c%10c(ccc(c%11c(Oc%12ccc(C(C)(C)C)cc%12)cc(c6c7%11)C5=O)c%108)C(=O)N([*])C9=O)cc4)s3)s2)cc1
242,s_sim_CH4,-1.315328579,[*]c1ccc(N=Cc2ccc(-c3ccc(C=Nc4ccc(N5C(=O)c6ccc7c8c(Oc9ccc(C(C)(C)C)cc9)cc9c%10c(ccc(c%11c(Oc%12ccc(C(C)(C)C)cc%12)cc(c6c7%11)C5=O)c%108)C(=O)N([*])C9=O)cc4)s3)s2)cc1
243,p_sim_CH4,-7.899629455,[*]c1ccc(N=Cc2ccc(-c3ccc(C=Nc4ccc(N5C(=O)c6ccc7c8c(Oc9ccc(C(C)(C)C)cc9)cc9c%10c(ccc(c%11c(Oc%12ccc(C(C)(C)C)cc%12)cc(c6c7%11)C5=O)c%108)C(=O)N([*])C9=O)cc4)s3)s2)cc1
244,d_sim_CH4,-6.59345982,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1
245,s_sim_CH4,-1.338875938,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1
246,p_sim_CH4,-7.931814138,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1
247,d_sim_CH4,-7.037630664,[*]Oc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1
248,s_sim_CH4,-1.342352685,[*]Oc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1
249,p_sim_CH4,-8.379863945,[*]Oc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1
250,d_sim_CO2,-6.301899454,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O
251,s_sim_CO2,-1.372570612,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O
252,p_sim_CO2,-7.673664139,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O
253,d_sim_CO2,-6.255707017,[*]CCCCCOc1ccc(C(=O)OCCCCCCOC([*])=O)cc1
254,s_sim_CO2,-1.381989411,[*]CCCCCOc1ccc(C(=O)OCCCCCCOC([*])=O)cc1
255,p_sim_CO2,-7.638272164,[*]CCCCCOc1ccc(C(=O)OCCCCCCOC([*])=O)cc1
256,d_sim_CH4,-7.175223538,[*]CC(O)COc1ccc(C2(c3ccc(OCC(O)CN(C)S(=O)(=O)c4cccc(S(=O)(=O)N([*])C)c4)cc3)c3ccccc3-c3ccccc32)cc1
257,s_sim_CH4,-1.422962908,[*]CC(O)COc1ccc(C2(c3ccc(OCC(O)CN(C)S(=O)(=O)c4cccc(S(=O)(=O)N([*])C)c4)cc3)c3ccccc3-c3ccccc32)cc1
258,p_sim_CH4,-8.598599459,[*]CC(O)COc1ccc(C2(c3ccc(OCC(O)CN(C)S(=O)(=O)c4cccc(S(=O)(=O)N([*])C)c4)cc3)c3ccccc3-c3ccccc32)cc1
259,d_sim_CO2,-5.730487056,[*]=NN=C(C)c1ccc(OC(=O)OCCCCCCCCCCCCOC(=O)Oc2ccc(C(=[*])C)cc2)cc1
260,s_sim_CO2,-1.426277214,[*]=NN=C(C)c1ccc(OC(=O)OCCCCCCCCCCCCOC(=O)Oc2ccc(C(=[*])C)cc2)cc1
261,p_sim_CO2,-7.156767222,[*]=NN=C(C)c1ccc(OC(=O)OCCCCCCCCCCCCOC(=O)Oc2ccc(C(=[*])C)cc2)cc1
262,d_sim_CH4,-6.549750892,[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)cc1
263,s_sim_CH4,-1.436741482,[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)cc1
264,p_sim_CH4,-7.987162775,[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)cc1
265,d_sim_CH4,-6.832682665,[*]c1ccc(-c2ccc(-c3ccc(Oc4ccc(Sc5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)cc2)cc1
266,s_sim_CH4,-1.437108935,[*]c1ccc(-c2ccc(-c3ccc(Oc4ccc(Sc5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)cc2)cc1
267,p_sim_CH4,-8.270025714,[*]c1ccc(-c2ccc(-c3ccc(Oc4ccc(Sc5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)cc2)cc1
268,d_sim_CO2,-5.886056648,[*]CCCCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1
269,s_sim_CO2,-1.439272987,[*]CCCCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1
270,p_sim_CO2,-7.325138859,[*]CCCCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1
271,d_sim_CH4,-7.021363052,[*]OCCCCCCCOc1ccc(-c2ccc([*])c3ccccc23)c2ccccc12
272,s_sim_CH4,-1.446443703,[*]OCCCCCCCOc1ccc(-c2ccc([*])c3ccccc23)c2ccccc12
273,p_sim_CH4,-8.467245621,[*]OCCCCCCCOc1ccc(-c2ccc([*])c3ccccc23)c2ccccc12
274,d_sim_O2,-6.021363052,[*]c1c(C)cc(C)c(C(=O)c2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1C
275,s_sim_O2,-1.463602933,[*]c1c(C)cc(C)c(C(=O)c2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1C
276,p_sim_O2,-7.485452247,[*]c1c(C)cc(C)c(C(=O)c2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1C
277,d_sim_CO2,-5.651695137,[*]C=CC(C)C([*])C(=O)OCCC(C)C
278,s_sim_CO2,-1.464333116,[*]C=CC(C)C([*])C(=O)OCCC(C)C
279,p_sim_CO2,-7.11577123,[*]C=CC(C)C([*])C(=O)OCCC(C)C
280,d_sim_CH4,-6.896196279,[*]c1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
281,s_sim_CH4,-1.468627332,[*]c1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
282,p_sim_CH4,-8.364516253,[*]c1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
283,d_sim_CO2,-5.879426069,[*]OCCCCCCCCCCOC([*])=O
284,s_sim_CO2,-1.470939839,[*]OCCCCCCCCCCOC([*])=O
285,p_sim_CO2,-7.350665141,[*]OCCCCCCCCCCOC([*])=O
286,d_sim_CH4,-6.804100348,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*]
287,s_sim_CH4,-1.473729388,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*]
288,p_sim_CH4,-8.278189385,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*]
289,d_sim_CO2,-5.906578315,[*]CCCCCCCCC(=O)NCCCOCCOCCOCCCNC([*])=O
290,s_sim_CO2,-1.474268358,[*]CCCCCCCCC(=O)NCCCOCCOCCOCCCNC([*])=O
291,p_sim_CO2,-7.380906669,[*]CCCCCCCCC(=O)NCCCOCCOCCOCCCNC([*])=O
292,d_sim_CH4,-6.401209493,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*]
293,s_sim_CH4,-1.477368134,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*]
294,p_sim_CH4,-7.879426069,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*]
295,d_sim_CH4,-6.26520017,[*]=Nc1ccc(Cc2ccc(N=C3c4ccccc4C(=[*])c4cc(C(C)(C)C)ccc43)cc2)cc1
296,s_sim_CH4,-1.493179955,[*]=Nc1ccc(Cc2ccc(N=C3c4ccccc4C(=[*])c4cc(C(C)(C)C)ccc43)cc2)cc1
297,p_sim_CH4,-7.759450752,[*]=Nc1ccc(Cc2ccc(N=C3c4ccccc4C(=[*])c4cc(C(C)(C)C)ccc43)cc2)cc1
298,d_sim_CH4,-6,[*]C(=C([*])c1ccc(CCCC)cc1)c1ccccc1
299,s_sim_CH4,-1.495011202,[*]C(=C([*])c1ccc(CCCC)cc1)c1ccccc1
300,p_sim_CH4,-7.494850022,[*]C(=C([*])c1ccc(CCCC)cc1)c1ccccc1
301,d_sim_CH4,-7.026872146,[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12
302,s_sim_CH4,-1.50663353,[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12
303,p_sim_CH4,-8.53313238,[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12
304,d_sim_O2,-6.330683119,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1
305,s_sim_O2,-1.528298719,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1
306,p_sim_O2,-7.860120914,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1
307,d_sim_CH4,-7.201349355,[*]OC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3ccc([*])cc3C)cc2)cc1
308,s_sim_CH4,-1.528346464,[*]OC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3ccc([*])cc3C)cc2)cc1
309,p_sim_CH4,-8.730487056,[*]OC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3ccc([*])cc3C)cc2)cc1
310,d_sim_CO2,-5.779891912,[*]CCCCCOCCCCC[*]
311,s_sim_CO2,-1.530453134,[*]CCCCCOCCCCC[*]
312,p_sim_CO2,-7.310691141,[*]CCCCCOCCCCC[*]
313,d_sim_CH4,-6.876148359,[*]CCc1c(Cl)cc([*])cc1Cl
314,s_sim_CH4,-1.532899479,[*]CCc1c(Cl)cc([*])cc1Cl
315,p_sim_CH4,-8.408935393,[*]CCc1c(Cl)cc([*])cc1Cl
316,d_sim_O2,-5.913640169,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4c3)c(C(F)(F)F)c1)C2=O
317,s_sim_O2,-1.540981996,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4c3)c(C(F)(F)F)c1)C2=O
318,p_sim_O2,-7.454692884,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4c3)c(C(F)(F)F)c1)C2=O
319,d_sim_CH4,-6.681936665,[*]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
320,s_sim_CH4,-1.547698379,[*]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
321,p_sim_CH4,-8.229884705,[*]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
322,d_sim_CH4,-6.714442691,[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)cc3)cc2)cc1
323,s_sim_CH4,-1.561684841,[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)cc3)cc2)cc1
324,p_sim_CH4,-8.27572413,[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)cc3)cc2)cc1
325,d_sim_O2,-5.725842151,[*]CCCCCC(=O)OCCCCCCOC([*])=O
326,s_sim_O2,-1.568008121,[*]CCCCCC(=O)OCCCCCCOC([*])=O
327,p_sim_O2,-7.294136288,[*]CCCCCC(=O)OCCCCCCOC([*])=O
328,d_sim_CH4,-6.747146969,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1
329,s_sim_CH4,-1.622963554,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1
330,p_sim_CH4,-8.370590401,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1
331,d_sim_O2,-6.450996738,[*]CC([*])(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
332,s_sim_O2,-1.644270482,[*]CC([*])(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
333,p_sim_O2,-8.095284455,[*]CC([*])(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
334,d_sim_O2,-6.067019178,[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O
335,s_sim_O2,-1.645335482,[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O
336,p_sim_O2,-7.71219827,[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O
337,d_sim_CH4,-6.847711656,[*]CC([*])C(=O)N(O)c1ccc(Br)cc1
338,s_sim_CH4,-1.649003488,[*]CC([*])C(=O)N(O)c1ccc(Br)cc1
339,p_sim_CH4,-8.496209317,[*]CC([*])C(=O)N(O)c1ccc(Br)cc1
340,d_sim_CH4,-6.244887734,[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2
341,s_sim_CH4,-1.676957897,[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2
342,p_sim_CH4,-7.920818754,[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2
343,d_sim_O2,-5.928117993,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([*])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1
344,s_sim_O2,-1.680617517,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([*])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1
345,p_sim_O2,-7.609064893,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([*])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1
