,zinc_ids,polymer,reactants,n_polymer_atoms
21754,ZINC000104648623,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccccc1OC,COc1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2C2C=CCC21,36
21755,ZINC000104648631,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cccc(OC)c1,COc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)c1,36
21756,ZINC000104648637,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OC)cc1,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,36
21757,ZINC000104648644,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OCC)cc1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,37
21758,ZINC000104648651,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OC)cc1OC,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)c(OC)c1,38
21759,ZINC000104648659,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cc(OC)ccc1OC,COc1ccc(OC)c(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)c1,38
21760,ZINC000104648667,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OC)c(OC)c1,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1OC,38
21761,ZINC000104648675,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cccc(OC)c1OC,COc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)c1OC,38
21762,ZINC000104648682,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,37
21763,ZINC000104648690,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,38
21764,ZINC000104648716,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccccc1C(F)(F)F,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1C(F)(F)F)N2,38
21765,ZINC000104648721,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1cc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc(OC)c1OC,40
21766,ZINC000104648729,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OC(C)C)cc1,CC(C)Oc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,38
21767,ZINC000104648733,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(Br)cc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2C2C=CCC21,37
21768,ZINC000104648738,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc2c(c1)OCO2,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1ccc3c(c1)OCO3)N2,37
21769,ZINC000104648750,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1OCC,40
21770,ZINC000104648756,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3C3C=CCC32)cc1,38
21771,ZINC000104648763,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccccc1C(=O)O,O=C(O)c1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2C2C=CCC21,37
21772,ZINC000104648807,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)cc1,34
21773,ZINC000104648815,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)cc1,35
21774,ZINC000104648848,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1cccc(Br)c1,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(Br)c2)N3)cc1,33
21775,ZINC000104648854,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1ccc(Br)cc1,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Br)cc2)N3)cc1,33
21776,ZINC000104648885,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1cc(OC)c(OC)c(OC)c1,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(OC)c(OC)c(OC)c2)N3)cc1,38
21777,ZINC000104648889,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1cc(Br)ccc1OC,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)cc1,35
21778,ZINC000104648895,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(OCC)c(OCC)c2)N3)cc1,38
21779,ZINC000104648901,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1cc2c(cc1Br)OCO2,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)cc1,36
21780,ZINC000104648954,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(OC)c3)ccc2NC1c1cc(Br)ccc1OC,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)c1,34
21781,ZINC000104648966,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(OC)c3)ccc2NC1c1cc2c(cc1Br)OCO2,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)c1,35
21782,ZINC000104649028,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OC)ccc2NC1c1cc(Br)ccc1OC,COc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1OC)N2,34
21783,ZINC000104649042,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OC)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,35
21784,ZINC000104649083,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1cccc(Br)c1,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2,33
21785,ZINC000104649092,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1ccc(Br)cc1,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,33
21786,ZINC000104649132,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1cc(OC)c(OC)c(OC)c1,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(OC)c(OC)c(OC)c1)N2,38
21787,ZINC000104649140,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1cc(Br)ccc1OC,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1OC)N2,35
21788,ZINC000104649153,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCC)c(OCC)c1)N2,38
21789,ZINC000104649160,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1cc2c(cc1Br)OCO2,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,36
21790,ZINC000104649181,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cc(C)ccc1C,Cc1ccc(C)c(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)c1,38
21791,ZINC000104649194,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccccc1Cl,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Cl)N2,37
21792,ZINC000104649205,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cccc(Cl)c1,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1cccc(Cl)c1)N2,37
21793,ZINC000104649215,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(Cl)cc1,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1)N2,37
21794,ZINC000104649225,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(Cl)c(Cl)c1,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)c(Cl)c1)N2,38
21795,ZINC000104649233,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(Cl)cc1Cl,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2,38
21796,ZINC000104649249,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cccc(Br)c1,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2,37
21797,ZINC000104649257,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(Br)cc1,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,37
21798,ZINC000104649263,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1c(Cl)cccc1Cl,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1c(Cl)cccc1Cl)N2,38
21799,ZINC000104649267,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccccc1OC,COc1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)cc2C2C=CCC21,38
21800,ZINC000104649273,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cccc(OC)c1,COc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)c1,38
21801,ZINC000104649278,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OC)cc1,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,38
21802,ZINC000104649283,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OCC)cc1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,39
21803,ZINC000104649289,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OC)cc1OC,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)c(OC)c1,40
21804,ZINC000104649296,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cc(OC)ccc1OC,COc1ccc(OC)c(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)c1,40
21805,ZINC000104649302,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OC)c(OC)c1,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1OC,40
21806,ZINC000104649309,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cccc(OC)c1OC,COc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)c1OC,40
21807,ZINC000104649314,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,39
21808,ZINC000104649320,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,40
21809,ZINC000104649344,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccccc1C(F)(F)F,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1C(F)(F)F)N2,40
21810,ZINC000104649350,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1cc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc(OC)c1OC,42
21811,ZINC000104649356,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OC(C)C)cc1,CC(C)Oc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,40
21812,ZINC000104649365,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(Br)cc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)cc2C2C=CCC21,39
21813,ZINC000104649372,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc2c(c1)OCO2,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccc3c(c1)OCO3)N2,39
21814,ZINC000104649385,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1OCC,42
21815,ZINC000104649393,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1cc2c(cc1Br)OCO2,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,40
21816,ZINC000104649401,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(Oc5ccccc5)cc4)cc3C3C=CCC32)cc1,40
21817,ZINC000104649409,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccccc1C(=O)O,O=C(O)c1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)cc2C2C=CCC21,39
21818,ZINC000104649432,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccc(Cl)c(Cl)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)c(Cl)c2)N3)c(OC)c1,35
21819,ZINC000104649436,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccc(Cl)cc1Cl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)cc2Cl)N3)c(OC)c1,35
21820,ZINC000104649450,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1cccc(Br)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(Br)c2)N3)c(OC)c1,34
21821,ZINC000104649455,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccc(Br)cc1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Br)cc2)N3)c(OC)c1,34
21822,ZINC000104649459,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1c(Cl)cccc1Cl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2c(Cl)cccc2Cl)N3)c(OC)c1,35
21823,ZINC000104649488,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccccc1C(F)(F)F,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(F)(F)F)N3)c(OC)c1,37
21824,ZINC000104649495,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(OC)c(OC)c(OC)c2)N3)c(OC)c1,39
21825,ZINC000104649502,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)c(OC)c1,36
21826,ZINC000104649514,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(OC)cc4OC)cc3C3C=CCC32)cc1OCC,39
21827,ZINC000104649518,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)c(OC)c1,37
21828,ZINC000104649541,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccc(Cl)c(Cl)c1,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)c(Cl)c2)N3)c1,35
21829,ZINC000104649549,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccc(Cl)cc1Cl,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)cc2Cl)N3)c1,35
21830,ZINC000104649558,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1cccc(Br)c1,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(Br)c2)N3)c1,34
21831,ZINC000104649562,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccc(Br)cc1,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Br)cc2)N3)c1,34
21832,ZINC000104649568,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1c(Cl)cccc1Cl,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2c(Cl)cccc2Cl)N3)c1,35
21833,ZINC000104649592,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccccc1C(F)(F)F,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(F)(F)F)N3)c1,37
21834,ZINC000104649598,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(OC)c(OC)c(OC)c2)N3)c1,39
21835,ZINC000104649605,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)c1,36
21836,ZINC000104649617,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(OC)ccc4OC)cc3C3C=CCC32)cc1OCC,39
21837,ZINC000104649622,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)c1,37
21838,ZINC000104649645,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccc(Cl)c(Cl)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)c(Cl)c2)N3)cc1OC,35
21839,ZINC000104649649,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccc(Cl)cc1Cl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Cl)cc2Cl)N3)cc1OC,35
21840,ZINC000104649661,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1cccc(Br)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(Br)c2)N3)cc1OC,34
21841,ZINC000104649667,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccc(Br)cc1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Br)cc2)N3)cc1OC,34
21842,ZINC000104649674,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1c(Cl)cccc1Cl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2c(Cl)cccc2Cl)N3)cc1OC,35
21843,ZINC000104649705,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(OC)c(OC)c(OC)c2)N3)cc1OC,39
21844,ZINC000104649712,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(Br)ccc2OC)N3)cc1OC,36
21845,ZINC000104649725,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(OC)c(OC)c4)cc3C3C=CCC32)cc1OCC,39
21846,ZINC000104649732,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)cc1OC,37
