SN,Polymer_SMILES,Solvent_SMILES,Activities,log10(mmol_solvent/g_Polymer),liquid_density_solvent,MW_rdkit,log10MV
545,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.73031,0.904105406,1.029,88.106,1.93259011
546,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.85541,1.000492621,1.029,88.106,1.93259011
547,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.0874,0.042785838,0.616,72.151,2.068661643
548,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.19471,0.264143397,0.616,72.151,2.068661643
549,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.36607,0.350527397,0.616,72.151,2.068661643
550,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.48643,0.406841043,0.616,72.151,2.068661643
551,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.60679,0.453114822,0.616,72.151,2.068661643
552,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.73545,0.480956639,0.616,72.151,2.068661643
553,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.85581,0.540155105,0.616,72.151,2.068661643
554,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.96728,0.584870121,0.616,72.151,2.068661643
555,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.09155,0.286866798,0.621,72.151,2.065150755
556,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.12179,0.333801167,0.621,72.151,2.065150755
557,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.18167,0.376179702,0.621,72.151,2.065150755
558,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.25875,0.429453449,0.621,72.151,2.065150755
559,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.35539,0.478263424,0.621,72.151,2.065150755
560,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.53149,0.542508823,0.621,72.151,2.065150755
561,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.64948,0.582751416,0.621,72.151,2.065150755
562,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.79356,0.626860166,0.621,72.151,2.065150755
563,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.93052,0.691686069,0.621,72.151,2.065150755
564,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.09155,0.202264047,0.656,86.178,2.118492571
565,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.12179,0.256631013,0.656,86.178,2.118492571
566,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.1793,0.308350651,0.656,86.178,2.118492571
567,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.25697,0.349227243,0.656,86.178,2.118492571
568,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.34887,0.388690682,0.656,86.178,2.118492571
569,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.506,0.456463286,0.656,86.178,2.118492571
570,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.63644,0.509293939,0.656,86.178,2.118492571
571,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.82558,0.589742017,0.656,86.178,2.118492571
572,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.87716,0.608239463,0.656,86.178,2.118492571
573,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.0785,0.144192071,0.682,100.205,2.167105018
574,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.11941,0.215069995,0.682,100.205,2.167105018
575,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.21191,0.275228923,0.682,100.205,2.167105018
576,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.33642,0.352889803,0.682,100.205,2.167105018
577,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.56588,0.449568992,0.682,100.205,2.167105018
578,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.86649,0.573641047,0.682,100.205,2.167105018
579,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.0505,0.291342728,0.806,74.123,1.963617947
580,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.07096,0.319015323,0.806,74.123,1.963617947
581,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.10592,0.362959099,0.806,74.123,1.963617947
582,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.14735,0.461040368,0.806,74.123,1.963617947
583,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.14897,0.448169681,0.806,74.123,1.963617947
584,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.22963,0.508444319,0.806,74.123,1.963617947
585,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.37438,0.58936073,0.806,74.123,1.963617947
586,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.3766,0.575808865,0.806,74.123,1.963617947
587,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.42509,0.606127773,0.806,74.123,1.963617947
588,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.42619,0.617790848,0.806,74.123,1.963617947
589,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.49289,0.63410026,0.806,74.123,1.963617947
590,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.49403,0.648414716,0.806,74.123,1.963617947
591,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.59334,0.659315234,0.806,74.123,1.963617947
592,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.66658,0.69377107,0.806,74.123,1.963617947
593,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.66711,0.704622406,0.806,74.123,1.963617947
594,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.7794,0.744191621,0.806,74.123,1.963617947
595,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.92983,0.800523825,0.806,74.123,1.963617947
596,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.9803,0.823254932,0.806,74.123,1.963617947
597,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.04011,-0.016461356,0.802,60.096,1.874671198
598,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.1564,0.361228084,0.802,60.096,1.874671198
599,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.16124,0.390195873,0.802,60.096,1.874671198
600,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.32662,0.513704243,0.802,60.096,1.874671198
601,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.33431,0.523117184,0.802,60.096,1.874671198
602,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.51812,0.626335761,0.802,60.096,1.874671198
603,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.52288,0.629268082,0.802,60.096,1.874671198
604,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.73833,0.737444326,0.802,60.096,1.874671198
605,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.74564,0.746449978,0.802,60.096,1.874671198
606,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.94814,0.866002383,0.802,60.096,1.874671198
607,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.10675,0.303848879,0.787,46.069,1.767434053
608,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.11681,0.310125256,0.787,46.069,1.767434053
609,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.22213,0.470152628,0.787,46.069,1.767434053
610,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.2227,0.463394798,0.787,46.069,1.767434053
611,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.31455,0.573798677,0.787,46.069,1.767434053
612,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.31771,0.572286946,0.787,46.069,1.767434053
613,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.42311,0.660987722,0.787,46.069,1.767434053
614,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.4935,0.685275978,0.787,46.069,1.767434053
615,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.49685,0.683169453,0.787,46.069,1.767434053
616,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.61636,0.764910998,0.787,46.069,1.767434053
617,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.62006,0.76833142,0.787,46.069,1.767434053
618,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.70616,0.819812375,0.787,46.069,1.767434053
619,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.85313,0.921105235,0.787,46.069,1.767434053
620,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.91201,0.992171577,0.787,46.069,1.767434053
621,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.05226,0.10941548,0.787,32.042,1.609744884
622,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.05594,0.095171529,0.787,32.042,1.609744884
623,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.14007,0.471665222,0.787,32.042,1.609744884
624,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.194,0.543758111,0.787,32.042,1.609744884
625,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.19489,0.541854926,0.787,32.042,1.609744884
626,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.22963,0.587554024,0.787,32.042,1.609744884
627,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.33206,0.684414981,0.787,32.042,1.609744884
628,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.33271,0.688794083,0.787,32.042,1.609744884
629,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.39095,0.73967208,0.787,32.042,1.609744884
630,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.4529,0.762768451,0.787,32.042,1.609744884
631,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.4627,0.775681795,0.787,32.042,1.609744884
632,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.5107,0.804256877,0.787,32.042,1.609744884
633,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.55573,0.850524627,0.787,32.042,1.609744884
634,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.5998,0.855676415,0.787,32.042,1.609744884
635,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.60967,0.869147452,0.787,32.042,1.609744884
636,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.68983,0.916158108,0.787,32.042,1.609744884
637,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.69923,0.933971703,0.787,32.042,1.609744884
638,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.6997,0.911795793,0.787,32.042,1.609744884
639,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.77445,0.965936531,0.787,32.042,1.609744884
640,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.82641,1.010591604,0.787,32.042,1.609744884
641,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.89964,1.059328421,0.787,32.042,1.609744884
642,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.93181,1.098987049,0.787,32.042,1.609744884
643,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.143823223,0.538952668,0.858,106.168,2.092506348
644,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.193916402,0.59350661,0.858,106.168,2.092506348
645,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.347097917,0.738395904,0.858,106.168,2.092506348
646,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.391358777,0.77600492,0.858,106.168,2.092506348
647,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.05118,0.088899184,0.865,92.141,2.027436814
648,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.077046002,0.474323656,0.865,92.141,2.027436814
649,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.131324729,0.573099182,0.865,92.141,2.027436814
650,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.15573,0.330524767,0.865,92.141,2.027436814
651,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.209516088,0.686254127,0.865,92.141,2.027436814
652,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.22855,0.399764976,0.865,92.141,2.027436814
653,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.263533879,0.752337899,0.865,92.141,2.027436814
654,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.307202243,0.800952604,0.865,92.141,2.027436814
655,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.37558,0.480345802,0.865,92.141,2.027436814
656,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.4988,0.595027498,0.865,92.141,2.027436814
657,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.56788,0.639583341,0.865,92.141,2.027436814
658,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.59355,0.650427925,0.865,92.141,2.027436814
659,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.8064,0.770583503,0.865,92.141,2.027436814
660,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.91935,0.8747595,0.865,92.141,2.027436814
661,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1C,0.158003282,0.555606573,0.876,106.168,2.08348953
662,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1C,0.215983488,0.607713606,0.876,106.168,2.08348953
663,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1C,0.380968112,0.747967626,0.876,106.168,2.08348953
664,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1C,0.436123512,0.793256149,0.876,106.168,2.08348953
665,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.12026,0.500422332,1.48,119.378,1.906662583
666,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.24208,0.599844315,1.48,119.378,1.906662583
667,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.32797,0.656353985,1.48,119.378,1.906662583
668,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.39425,0.682894853,1.48,119.378,1.906662583
669,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.4834,0.743631099,1.48,119.378,1.906662583
670,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.6491,0.836728659,1.48,119.378,1.906662583
671,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.72705,0.884024124,1.48,119.378,1.906662583
672,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.8078,0.942325994,1.48,119.378,1.906662583
673,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,ClC(Cl)Cl,0.90255,1.061740512,1.48,119.378,1.906662583
