Polymer Canonical SMILES,Solvent Canonical SMILES,Activities,Uptake Sorption(log10),liquid_density_solvent,MW_rdkit,log10MV
CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.99498,0.770930117,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CCCCCCCCO,1,-0.263452692,0.822,130.231,2.199842558
CC1=CC([*])=CC(C)=C1O[*],CCCCO,1,0.134385963,0.806,74.123,1.963617947
CC1=CC([*])=CC(C)=C1O[*],CCCO,1,0.307520046,0.802,60.096,1.874671198
CC1=CC([*])=CC(C)=C1O[*],CCO,1,0.543407664,0.787,46.069,1.767434053
CC1=CC([*])=CC(C)=C1O[*],CO,0.06173139,0.258798891,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.17514462,0.667612977,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.26846855,0.819921206,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.35631358,0.913779757,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.46260424,0.994390273,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.55866762,1.04870748,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,0.6565573,1.092373664,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],CO,1,0.732353596,0.787,32.042,1.609744884
CC1=CC([*])=CC(C)=C1O[*],COC(C)(C)C,1,-0.189347461,0.735,88.15,2.078934978
CC1CC2CC1C([*])C2[*],CO,0.02882,-1.939925157,0.787,32.042,1.609744884
CC1CC2CC1C([*])C2[*],CO,0.03032,-1.9391336,0.787,32.042,1.609744884
CC1CC2CC1C([*])C2[*],CO,0.09641,-1.221087221,0.787,32.042,1.609744884
CC1CC2CC1C([*])C2[*],CO,0.09909,-1.226657686,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.14219,0.480998553,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.21314,0.490971016,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.37231,0.621579815,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.4834,0.704083143,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.57302,0.76820111,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.76065,0.911581206,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.87875,1.025006902,0.88,72.107,1.913494755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.1744,0.50315532,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.32143,0.629815994,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.49553,0.746109358,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.62529,0.83408767,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.73031,0.904105406,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.85541,1.000492621,1.029,88.106,1.93259011
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.0874,0.042785838,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.19471,0.264143397,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.36607,0.350527397,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.48643,0.406841043,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.60679,0.453114822,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.73545,0.480956639,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.85581,0.540155105,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.96728,0.584870121,0.616,72.151,2.068661643
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.09155,0.286866798,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.12179,0.333801167,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.18167,0.376179702,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.25875,0.429453449,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.35539,0.478263424,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.53149,0.542508823,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.64948,0.582751416,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.79356,0.626860166,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.93052,0.691686069,0.621,72.151,2.065150755
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.09155,0.202264047,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.12179,0.256631013,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.1793,0.308350651,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.25697,0.349227243,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.34887,0.388690682,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.506,0.456463286,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.63644,0.509293939,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.82558,0.589742017,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.87716,0.608239463,0.656,86.178,2.118492571
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.0785,0.144192071,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.11941,0.215069995,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.21191,0.275228923,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.33642,0.352889803,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.56588,0.449568992,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.86649,0.573641047,0.682,100.205,2.167105018
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.0505,0.291342728,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.07096,0.319015323,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.10592,0.362959099,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.14735,0.461040368,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.14897,0.448169681,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.22963,0.508444319,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.37438,0.58936073,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.3766,0.575808865,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.42509,0.606127773,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.42619,0.617790848,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.49289,0.63410026,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.49403,0.648414716,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.59334,0.659315234,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.66658,0.69377107,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.66711,0.704622406,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.7794,0.744191621,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.92983,0.800523825,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.9803,0.823254932,0.806,74.123,1.963617947
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.04011,-0.016461356,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.1564,0.361228084,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.16124,0.390195873,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.32662,0.513704243,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.33431,0.523117184,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.51812,0.626335761,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.52288,0.629268082,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.73833,0.737444326,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.74564,0.746449978,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.94814,0.866002383,0.802,60.096,1.874671198
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.10675,0.303848879,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.11681,0.310125256,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.22213,0.470152628,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.2227,0.463394798,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.31455,0.573798677,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.31771,0.572286946,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.42311,0.660987722,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.4935,0.685275978,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.49685,0.683169453,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.61636,0.764910998,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.62006,0.76833142,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.70616,0.819812375,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.85313,0.921105235,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.91201,0.992171577,0.787,46.069,1.767434053
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.05226,0.10941548,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.05594,0.095171529,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.14007,0.471665222,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.194,0.543758111,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.19489,0.541854926,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.22963,0.587554024,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.33206,0.684414981,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.33271,0.688794083,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.39095,0.73967208,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.4529,0.762768451,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.4627,0.775681795,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.5107,0.804256877,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.55573,0.850524627,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.5998,0.855676415,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.60967,0.869147452,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.68983,0.916158108,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.69923,0.933971703,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.6997,0.911795793,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.77445,0.965936531,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.82641,1.010591604,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.89964,1.059328421,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.93181,1.098987049,0.787,32.042,1.609744884
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.143823223,0.538952668,0.858,106.168,2.092506348
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.193916402,0.59350661,0.858,106.168,2.092506348
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.347097917,0.738395904,0.858,106.168,2.092506348
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.391358777,0.77600492,0.858,106.168,2.092506348
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.05118,0.088899184,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.077046002,0.474323656,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.131324729,0.573099182,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.15573,0.330524767,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.209516088,0.686254127,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.22855,0.399764976,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.263533879,0.752337899,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.307202243,0.800952604,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.37558,0.480345802,0.865,92.141,2.027436814
CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.4988,0.595027498,0.865,92.141,2.027436814
