smiles_string,d_exp_CH4,d_exp_CO2,d_exp_H2,d_exp_He,d_exp_N2,d_exp_O2,d_sim_CH4,d_sim_CO2,d_sim_N2,d_sim_O2,p_exp_CH4,p_exp_CO2,p_exp_H2,p_exp_He,p_exp_N2,p_exp_O2,p_sim_CH4,p_sim_CO2,p_sim_N2,p_sim_O2,s_exp_CH4,s_exp_CO2,s_exp_H2,s_exp_He,s_exp_N2,s_exp_O2,s_sim_CH4,s_sim_CO2,s_sim_N2,s_sim_O2
[*]/C(=C(/[*])c1ccc2c(ccc3ccccc32)c1)c1ccccc1,,,,,,,,,,,-6.838631998,-6.27572413,-6.602059991,-6.93930216,-7.187086643,-6.886056648,,,,,,,,,,,,,,
[*]/C(=C(/[*])c1cccc(-c2ccc(C(C)(C)C)cc2)c1)c1ccccc1,,,,,,,,,,,-7.721246399,-6.913640169,-7.341988603,-7.66756154,-8.151810883,-7.709965389,,,,,,,,,,,,,,
[*]/C(=C(/[*])c1cccc(-c2ccccc2)c1)c1ccccc1,,,,,,,,,,,-7.769551079,-6.886056648,-7.356547324,-7.698970004,-8.187086643,-7.744727495,,,,,,,,,,,,,,
[*]/C(=C(/[*])c1cccc([Si](C)(C)C)c1)c1ccccc1,,,,,,,,,,,-7.070581074,-6.548213564,-6.882728704,-7.197226275,-7.449771647,-7.142667504,,,,,,,,,,,,,,
[*]/C(=C(/[*])c1ccccc1F)c1ccc2c(c1)C(C)(C)CC2(C)C,,,,,,,,,,,-5.555955204,-5.453457337,-5.568636236,-5.89279003,-5.920818754,-5.844663963,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])CC(C)C,,,,,,,,,,,-7.721246399,-7.045757491,-7.124938737,-7.337242168,-8.031517051,-7.610833916,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])CCC(C)C,,,,,,,,,,,-7.950781977,-7.408935393,-7.431798276,-7.619788758,-8.292429824,-7.886056648,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])CCCCCCC,-5.769551079,-5.508638306,-4.958607315,-5.096910013,-5.886056648,-5.494850022,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)C,-4.71219827,-4.630784143,-3.744727495,-3.958607315,-4.869666232,-4.714442691,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)C(C)C,,,,,,,,,,,-7.443697499,-6.657577319,-6.782516056,-7.167491087,-7.769551079,-7.337242168,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)CC,,,,,,,,,,,-6.920818754,-6.337242168,-6.714442691,-7.080921908,-7.30980392,-7.013228266,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)CCC,,,,,,,,,,,-8.356547324,-7.638272164,-7.602059991,-7.823908741,-8.677780705,-8.15490196,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)CCCC,,,,,,,,,,,-8.769551079,-8.0,-8.187086643,-8.207608311,-9.096910013,-8.537602002,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)CCCCC,,,,,,,,,,,-8.886056648,-8.0,-8.327902142,-8.431798276,-8.721246399,-8.638272164,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)CCCCCC,-6.494850022,-6.200659451,-5.0,-4.657577319,-6.107905397,-6.026872146,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)C[Si](C)(C)C,-6.403402904,-5.970616222,-4.576754126,-4.397940009,-6.1837587,-5.809668302,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])[Si](C)(C)c1ccccc1,,,,,,,,,,,-9.769551079,-8.424812155,-8.853871964,-9.080921908,-9.920818754,-9.356547324,,,,,,,,,,,,,,
[*]/C(C)=C(/[*])c1ccccc1,-7.387216143,-7.0,-5.346787486,-5.356547324,-7.119186408,-6.886056648,-6.835647144,-6.231361899,-6.175223538,-5.935542011,-9.552841969,-7.844663963,-7.790484985,-8.522878745,-8.935542011,-8.500312917,-8.023191663,-7.020907099,-7.995678626,-7.642065153,-2.165625844,-0.844663963,-2.443697499,-3.166331538,-1.8163556,-1.614256275,-1.1876266,-0.789461846,-1.821585872,-1.707348037
[*]/C(CC)=C(/[*])c1ccccc1,-7.468521083,-6.48148606,-5.366531544,-5.30980392,-6.886056648,-6.468521083,-7.982966661,-5.835647144,-6.27083521,-6.42136079,-9.356547324,-8.397940009,-8.366531544,-8.397940009,-9.346787486,-8.920818754,-9.241088108,-6.70333481,-8.176525771,-8.197910742,-1.888026256,-1.916453953,-3.0,-3.088135839,-2.460730896,-2.452297642,-1.258097406,-0.867999075,-1.905865781,-1.776563743
[*]/C(CCCCCC)=C(/[*])c1ccccc1,-6.602059991,-6.086186148,-5.337242168,-5.30980392,-6.823908741,-6.065501549,-6.974694135,-6.17327748,-6.458420756,-6.40560745,-8.853871964,-8.318758763,-8.244125144,-8.522878745,-9.259637311,-8.853871964,-8.250263684,-6.728158393,-8.4867824,-8.238824187,-2.251811973,-2.232572581,-2.906883128,-3.213074753,-2.43572853,-2.788370409,-1.275707496,-0.555748437,-2.028155209,-1.833154234
[*]/C(Cl)=C(/[*])CCCC,-6.468521083,-6.15490196,-5.0,-4.568636236,-6.22184875,-5.920818754,-6.458420756,-5.896196279,-6.534617149,-5.625251654,-9.356547324,-8.397940009,-8.244125144,-8.397940009,-9.346787486,-8.920818754,-8.244125144,-7.246416941,-8.935542011,-7.841637508,-2.888026122,-2.243038027,-3.244125144,-3.829304207,-3.124938737,-3.0,-1.785877043,-1.349902796,-2.40045937,-2.216208938
[*]/C(Cl)=C(/[*])CCCCCC,-6.004364805,-5.853871964,-4.795880017,-4.494850022,-5.853871964,-5.638272164,-6.341035157,-6.119186408,-5.43062609,-5.562249437,-8.48148606,-7.886056648,-8.180456064,-8.387216143,-8.958607315,-8.494850022,,,,,-2.477121298,-2.032184697,-3.384576047,-3.892366122,-3.104735508,-2.856577966,,,,
[*]/C(Cl)=C(/[*])CCCCCCCC,-5.958607315,-5.744727495,-4.795880017,-4.568636236,-5.744727495,-5.096910013,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C(Cl)=C(/[*])c1ccccc1,-7.853871964,-6.769551079,-5.657577319,-5.657577319,-7.142667504,-6.657577319,-7.498940738,-6.562249437,-7.630784143,-5.962573502,-9.886056648,-8.638272164,-8.537602002,-8.638272164,-10.0,-9.292429824,-8.543633967,-6.869666232,-9.407823243,-7.559090918,-2.032184697,-1.868721078,-2.880024623,-2.980694656,-2.857332462,-2.634852471,-1.045084513,-0.308788882,-1.776562704,-1.596683267
[*]/C=C(/[*])C(C)(C)C,-5.853871964,-5.468521083,-4.468521083,-4.283996656,-5.721246399,-5.431798276,,,,,-8.070581074,-7.251811973,,-7.744727495,-8.366531544,-7.886056648,,,,,-2.216709079,-1.783290896,,-3.460730646,-2.645285125,-2.454258312,-1.32365025,-0.979358286,-1.961815702,-1.864076063
[*]/C=C(/[*])C(CCC)[Si](C)(C)CCCCCC,-6.27572413,-6.004364805,-4.552841969,-4.853871964,-6.036212173,-5.823908741,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C=C(/[*])C(CCC)[Si](C)(C)c1ccccc1,-7.15490196,-6.823908741,-5.431798276,-5.050609993,-6.886056648,-6.522878745,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C=C(/[*])C(CCCCC)[Si](C)(C)C,-6.48148606,-6.283996656,-4.958607315,-4.602059991,-6.30980392,-5.958607315,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C=C(/[*])[Si](C)(C)C,-7.0,-6.283996656,,,-6.443697499,-6.119186408,,,,,,,,,,,,,,,,,,,,,,,,
[*]/C=C(/[*])c1ccc(-c2ccc([Si](C)(C)C)cc2)cc1,,,,,,,,,,,-7.346787486,-6.657577319,-7.091514981,-7.431798276,-7.795880017,-7.408935393,,,,,,,,,,,,,,
[*]/C=C(/[*])c1ccc(C[Si](C)(C)C)cc1,,,,,,,,,,,-7.920818754,-7.193820026,-7.37675071,-7.619788758,-8.356547324,-7.853871964,,,,,,,,,,,,,,
[*]/C=C(/[*])c1ccc(O[Si](C)(C)C(C)(C)C)cc1,,,,,,,,,,,-8.920818754,-8.236572006,-8.193820026,-8.318758763,-9.119186408,-8.769551079,,,,,,,,,,,,,,
[*]/C=C(/[*])c1ccccc1,,,,,,,,,,,-9.283996656,-8.052566278,-7.928117993,,-9.455931956,-8.782516056,,,,,,,,,,,,,,
[*]/C=C(/[*])c1ccccc1C,-7.522878745,-7.301029996,-5.48148606,-4.958607315,-7.124938737,-6.795880017,-7.804100348,-6.681936665,-7.528708289,-6.970616222,-9.522878745,-8.823908741,-8.408935393,-8.537602002,-9.522878745,-9.091514981,-9.223298816,-7.647817482,-9.619788758,-8.886056648,-2.0,-1.522878745,-2.9274494,-3.578995286,-2.397940009,-2.295634964,-1.419484971,-0.965634188,-2.091640301,-1.916087359
[*]/C=C(/[*])c1ccccc1C(F)(F)F,-7.366531544,-6.721246399,-5.102372909,-4.552841969,-7.0,-6.397940009,-8.156144577,-6.173925197,-6.879426069,-6.331614083,-9.180456064,-7.886056648,-7.853871964,-7.886056648,-9.13667714,-8.602059991,-9.458420756,-7.019996628,-8.853871964,-8.139063379,-1.813924526,-1.164810246,-2.751499031,-3.333214412,-2.13667714,-2.204119983,-1.302633571,-0.846141422,-1.975805793,-1.807620828
[*]/C=C(/[*])c1ccccc1[Si](C)(C)C,-6.585026652,-6.161150909,-4.920818754,-4.677780705,-6.455931956,-6.008773924,,,,,,,,,,,,,,,,,,,,,,,,
[*]=C(C#N)c1ccc(C(=O)OCC2CCCN(C(=[*])c3ccc(OC)cc3)C2)cc1,,,,,,,,,,-6.205511953,,,,,,,,,,-8.055517328,,,,,,,,,,-1.849978953
[*]=CC1CCC(C=[*])C1,-7.443697499,-6.795880017,,,-7.356547324,-6.823908741,-7.308034897,-6.501689446,-6.575118363,-6.723538196,-9.602059991,-8.812479279,-8.677780705,-8.677780705,-9.823908741,-9.552841969,,,,,-2.15836252,-2.016599262,,,-2.467361406,-2.72893315,,,,
[*]=CCCC(=[*])C,,,,,,,,,,-5.144480844,,,,,,,,,,-7.602059991,,,,,,,,,,-2.457625029
[*]=CCCC(=[*])CCCC,,,,,,,,,-5.36552273,,,,,,,,,,-8.031050319,,,,,,,,,,-2.665533582,
[*]=CCCC(=[*])Cl,,,,,,,,,,,,-8.588380294,,,,-9.397940009,,,,,,,,,,,,,,
[*]=CCCC=[*],,,,-4.716698771,-5.388276692,,,,,,,,,-8.367542708,-8.600326279,,,,,,,,,-3.650842965,-3.212049538,,,,,
[*]=Cc1ccc(OCc2nnc(-c3ccc(-c4ccc(-c5nnc(COc6ccc(C=C7CCC(=[*])C7=O)cc6)o5)cc4)cc3)o2)cc1,,,,,,,,,,-6.245651664,,,,,,,,,,-8.258060922,,,,,,,,,,-2.012440803
[*]=NN=C(C)c1ccc(OC(=O)OCCCCCCCCCCCCOC(=O)Oc2ccc(C(=[*])C)cc2)cc1,,,,,,,,-5.730487056,,,,,,,,,,-7.156767222,,,,,,,,,,-1.426277214,,
[*]=NP(=NP(=[*])(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,,,,,,,,,,,-9.301029996,-8.568636236,-8.124938737,,-9.522878745,-8.958607315,,,,,,,,,,,,,,
[*]=NP(=NP(=[*])(OCC(C)(C)C)Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,,,,,,,,,,,-9.045757491,-8.139063379,,-8.675717545,-9.468521083,-8.982966661,,,,,,,,,,,,,,
[*]=NP(=NP(=[*])(Oc1ccc(OC)cc1)Oc1ccccc1CC=C)(OCCCOCCOC)Oc1ccc(OC)cc1,,,,,,,,,,,-8.958607315,-7.602059991,-8.602059991,-8.769551079,-9.397940009,-9.15490196,,,,,,,,,,,,,,
[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(C)C)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(C)C)cc1,,,,,,,,,,,-8.632644079,-7.935542011,,-8.209011525,-9.026872146,-8.512861625,,,,,,,,,,,,,,
[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(C)c2ccccc2)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(C)c2ccccc2)cc1,,,,,,,,,,,-9.236572006,-8.348721986,,-8.684029655,-9.657577319,-9.107905397,,,,,,,,,,,,,,
[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(c2ccccc2)c2ccccc2)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(c2ccccc2)c2ccccc2)cc1,,,,,,,,,,,-10.36653154,-9.251811973,,-8.978810701,-10.50863831,-9.886056648,,,,,,,,,,,,,,
[*]=Nc1ccc(Cc2ccc(N=C3c4ccccc4C(=[*])c4cc(C(C)(C)C)ccc43)cc2)cc1,,,,,,,-6.26520017,,,,,,,,,,-7.759450752,,,,,,,,,,-1.493179955,,,
[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O)cc1,,,,,,,,,,,-8.337242168,-7.27572413,-7.468521083,-7.721246399,-8.638272164,-8.086186148,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,,,,,,,,,,,-7.26760624,-6.638272164,-7.0,-7.27572413,-7.677780705,-7.327902142,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccccc1,,,,,,,,,,,,-6.522878745,,,-7.443697499,-7.086186148,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc(C(C)C)cc1)c1ccccc1,,,,,,,,,,,,-6.958607315,,,-7.823908741,-7.522878745,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc(CCCC)cc1)c1ccccc1,,,,,,,-6.0,,,,,-7.795880017,,,-8.958607315,-8.431798276,-7.494850022,,,,,,,,,,-1.495011202,,,
[*]C(=C([*])c1ccc([Si](C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,,,,,,,,,,,-6.958607315,-6.420216403,-6.823908741,-7.102372909,-7.408935393,-7.080921908,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)(C)C)cc1,,,,,,,,,,,,-8.0,,,-9.124938737,-8.585026652,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)C)cc1,,,,,,,,,,,,-7.920818754,,,-9.040958608,-8.537602002,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(CCCC)cc1,,,,,,,,,,,,-7.958607315,,,-9.102372909,-8.602059991,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccccc1,,,,,,,,,,,,-7.769551079,,,-8.958607315,-8.468521083,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc(Br)ccc1-2)c1ccccc1,,,,,,,,,,,-6.522878745,-6.096910013,-6.431798276,-6.823908741,-6.958607315,-6.698970004,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc([Si](C)(C)C)ccc1-2)c1ccccc1,,,,,,,,,,,-6.0,-5.744727495,-6.070581074,-6.468521083,-6.468521083,-6.26760624,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cc(F)cc(F)c1,,,,,,,,,,,-6.37675071,-6.036212173,-6.301029996,-6.677780705,-6.769551079,-6.568636236,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(Br)cc1,,,,,,,,,,,-6.031517051,-5.769551079,-6.060480747,-6.468521083,-6.455931956,-6.301029996,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(C(C)(C)C)cc1,,,,,,,,,,,-6.180456064,-5.958607315,-6.200659451,-6.568636236,-6.602059991,-6.455931956,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)c(F)c1,,,,,,,,,,,-5.920818754,-5.585026652,-5.958607315,-6.301029996,-6.292429824,-6.180456064,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,,,,,,,,,,,-5.958607315,-5.677780705,-5.958607315,-6.337242168,-6.327902142,-6.207608311,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,,,,,,,,,,,-7.259637311,-6.721246399,-6.958607315,-7.283996656,-7.677780705,-7.327902142,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,,,,,,,,,,,-5.958607315,-5.744727495,-6.004364805,-6.387216143,-6.37675071,-6.229147988,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,,,,,,,,,,,-6.040958608,-5.769551079,-6.091514981,-6.494850022,-6.48148606,-6.318758763,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,,,,,,,,,,,-6.823908741,-6.387216143,-6.721246399,-7.075720714,-7.26760624,-7.0,,,,,,,,,,,,,,
[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,,,,,,,,,,,-7.091514981,-6.494850022,-6.853871964,-7.22184875,-7.397940009,-7.180456064,,,,,,,,,,,,,,
[*]C(=C([*])c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,,,,,,,,,,,-7.30980392,-6.522878745,-6.769551079,-7.091514981,-7.677780705,-7.236572006,,,,,,,,,,,,,,
[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,,,,,,,,,,,-6.48148606,-6.142667504,-6.408935393,-6.795880017,-6.886056648,-6.677780705,,,,,,,,,,,,,,
[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,,,,,,,,,,,-6.958607315,-6.537602002,-6.795880017,-7.075720714,-7.366531544,-7.091514981,,,,,,,,,,,,,,
[*]C(=C([*])c1ccccc1)c1ccccc1,,,,,,,,,,,,-6.37675071,,,-7.13076828,-6.920818754,,,,,,,,,,,,,,
[*]C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,,,,,,,,,,,-10.06905097,-8.66756154,-8.26760624,-8.380906669,-10.04527521,-9.249491605,,,,,,,,,,,,,,
[*]C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,,,,,,,,,,,-9.473660723,-8.07007044,-7.826813732,-7.906578315,-9.349692477,-8.655607726,,,,,,,,,,,,,,
[*]C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c1-2,,,,,,,,,,,-9.557520231,-8.158015195,-7.850780887,-8.025028006,-9.53165267,-8.774690718,,,,,,,,,,,,,,
[*]C(=O)NCCCCCCNC(=O)C([*])CCCCCCCCCCCCCC,,,,,,,-5.970616222,,,,,,,,,,-7.987162775,,,,,,,,,,-2.016111727,,,
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,,,,,,,,-6.472370099,,,,,,,,,,-7.077274542,,,,,,,,,,-0.605052283,,
[*]C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,,,,,,,,,,,-9.809668302,-8.42365865,,-8.272458743,-9.853871964,-9.096910013,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,,,,,,,,,,,,-9.304518324,,-8.714442691,-10.63827216,-9.935542011,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)c3)cc2)cc1,,,,,,,-7.514278574,,,,,,,,,,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,,,,,,,,-7.3400838,,,,,,,,,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])c(C(=O)OCC)cc2C(=O)OCC)cc1,,,,,,,,,-6.109578981,,,,,,,,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)cc1,,,,,,,,-6.625251654,,,,,,,,,,,,,,,,,,,,,,
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,,,,,,,-6.747146969,,,,,,,,,,-8.370590401,,,,,,,,,,-1.622963554,,,
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)c2)c1,,,,,,,,,,-6.962573502,,,,,,,,,,,,,,,,,,,,
[*]C(=O)OC(=O)c1cccc(C(=O)OC(=O)c2ccc(OCCOc3ccc([*])cc3OC)c(OC)c2)c1,,,,,,,,,,-6.43062609,,,,,,,,,,-8.585026652,,,,,,,,,,-2.154292886
[*]C(=O)OCc1ccc(COC(=O)c2cc(C)c([*])cc2C)cc1,,,,,,,,,-6.334419009,,,,,,,,,,-8.818156412,,,,,,,,,,-2.484092261,
[*]C(=O)Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,,,,,,,,,,,-10.06905097,-8.66756154,-8.268411235,-8.380906669,-10.05060999,-9.247183569,,,,,,,,,,,,,,
[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br,,,,,,,,,,,-9.962573502,-8.514278574,-8.171340103,-8.289882635,-9.924453039,-9.130181792,,,,,,,,,,,,,,
[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,,,,,,,,,,,-9.557520231,-8.158015195,-7.863279433,-8.025028006,-9.54515514,-8.774690718,,,,,,,,,,,,,,
[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,,,,,,,,,,,-9.844663963,-8.616184634,-8.377785977,-8.46470588,-9.931814138,-9.225483034,,,,,,,,,,,,,,
[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,-9.459670525,-8.244887734,-8.061980903,-8.040481623,-9.440093375,-8.804100348,,,,,,,,,,,,,,
[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,,,,,,,,,,,-9.935542011,-8.623423043,-8.384049948,-8.448550002,-9.974694135,-9.251811973,,,,,,,,,,,,,,
[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,,,,,,,,,,,-9.623423043,-8.434152181,-8.199970641,-8.338187314,-9.71219827,-9.019996628,,,,,,,,,,,,,,
[*]C(=O)Oc1cccc(OC(=O)c2cc(C(C)C)c(OC(=O)c3ccc(C(=O)Oc4c(C(C)C)cc([*])cc4C(C)C)cc3)c(C(C)C)c2)c1,,,,,,,-6.54668166,,,,,,,,,,-7.866461092,,,,,,,,,,-1.318725142,,,
[*]C(=O)Oc1cccc(OC(=O)c2cc([*])cc(OCCCCC)c2)c1,,,,,,,-6.241845378,,,,,,,,,,-8.039053804,,,,,,,,,,-1.797315423,,,
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.92081875,-9.485452247,-9.076755981,-9.113509275,-10.95860731,-10.19382003,,,,,,,,,,,,,,
[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,,,,,,,,,,,-10.73754891,-9.151810883,-8.605548319,,-10.47495519,-9.690369833,,,,,,,,,,,,,,
[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)cc3)cc2)cc1,,,,,,,-6.714442691,,,,,,,,,,-8.27572413,,,,,,,,,,-1.561684841,,,
[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(-c4cc(-c5ccc(Oc6ccc([*])cc6)cc5)[nH]n4)cc3)cc2)cc1,,,,,,,,-6.869666232,,,,,,,,,,-7.841637508,,,,,,,,,,-0.972354113,,
[*]C(=O)c1ccc(C(c2ccc(C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc([*])cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,-10.32148162,-8.93930216,-8.503070352,-8.37675071,-10.11918641,-9.431798276,,,,,,,,,,,,,,
[*]C(=O)c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc([*])cc4)cc3)C(F)(F)F)cc2)cc1,,,,,,,,,,,,-9.37675071,-8.958607315,-8.920818754,-10.82390874,-10.04095861,,,,,,,,,,,,,,
[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,,,,,,,,,,,-11.50723961,-10.01637371,,,-11.40011693,-10.58670024,,,,,,,,,,,,,,
[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,,,,,,,,,,,-10.4202164,-9.060480747,-8.677780705,,-10.26760624,-9.48148606,,,,,,,,,,,,,,
[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2ccc(Oc3ccccc3)cc2)cc1,,,,,,,,,,-6.278189385,,,,,,,,,,,,,,,,,,,,
[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cccc(C(F)(F)F)c2)cc1,,,,,,,,,,,-11.38721614,-9.823908741,-9.292429824,,-11.29242982,-10.4202164,,,,,,,,,,,,,,
