SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV
177,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.24913,-11.32697909,0.806,74.123,1.963617947
178,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.35223,-11.08039898,0.806,74.123,1.963617947
179,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.45768,-10.86646109,0.806,74.123,1.963617947
180,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.55609,-10.82973828,0.806,74.123,1.963617947
181,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.65638,-10.65757732,0.806,74.123,1.963617947
182,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.75573,-10.5543958,0.806,74.123,1.963617947
183,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCCO,0.85274,-10.51855737,0.806,74.123,1.963617947
184,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.15259,-11.23807216,0.802,60.096,1.874671198
185,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.25288,-11.00568285,0.802,60.096,1.874671198
186,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.35223,-10.90308999,0.802,60.096,1.874671198
187,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.45018,-10.64397414,0.802,60.096,1.874671198
188,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.55328,-10.58670024,0.802,60.096,1.874671198
189,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.65263,-10.48545225,0.802,60.096,1.874671198
190,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.75573,-10.16367588,0.802,60.096,1.874671198
191,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCCO,0.85883,-9.995678626,0.802,60.096,1.874671198
192,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.15119,-10.97061622,0.787,46.069,1.767434053
193,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.25054,-10.76447155,0.787,46.069,1.767434053
194,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.35223,-10.62342304,0.787,46.069,1.767434053
195,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.45393,-10.54060751,0.787,46.069,1.767434053
196,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.55234,-10.42945706,0.787,46.069,1.767434053
197,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.65122,-10.3635121,0.787,46.069,1.767434053
198,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.75338,-10.12551818,0.787,46.069,1.767434053
199,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CCO,0.85648,-9.829738285,0.787,46.069,1.767434053
200,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.14744,-10.82102305,0.787,32.042,1.609744884
201,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.25288,-10.81247928,0.787,32.042,1.609744884
202,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.35457,-10.69036983,0.787,32.042,1.609744884
203,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.45533,-10.50723961,0.787,32.042,1.609744884
204,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.55234,-10.46597389,0.787,32.042,1.609744884
205,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.65497,-10.3080349,0.787,32.042,1.609744884
206,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.75713,-10.11690664,0.787,32.042,1.609744884
207,CC1(C)CC(C)(C2=CC=C(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)C=C2)C2=CC=C([*])C=C21,CO,0.85648,-9.931814138,0.787,32.042,1.609744884
208,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CC(C)O,1,-8.792513326,0.783,60.096,1.885083804
209,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CCCCO,1,-8.602059991,0.806,74.123,1.963617947
210,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CCCO,1,-7.886056648,0.802,60.096,1.874671198
211,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CCO,1,-8.229147988,0.787,46.069,1.767434053
212,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CCOC(C)=O,1,-8.337242168,0.894,88.106,1.993667966
213,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,CO,1,-7.397940009,0.787,32.042,1.609744884
214,CC1(C)CC(C)(C2=CC=C([*])C=C2)C2=CC(N3C(=O)C4=CC=C(C(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC=C21,Cc1ccccc1,1,-9,0.865,92.141,2.027436814
215,CC1=CC([*])=CC(C)=C1O[*],CCCCCCCCO,1,-7.301029996,0.822,130.231,2.199842558
216,CC1=CC([*])=CC(C)=C1O[*],CCCCO,1,-7.045757491,0.806,74.123,1.963617947
217,CC1=CC([*])=CC(C)=C1O[*],CCCO,1,-6.769551079,0.802,60.096,1.874671198
218,CC1=CC([*])=CC(C)=C1O[*],CCO,1,-6.318758763,0.787,46.069,1.767434053
219,CC1=CC([*])=CC(C)=C1O[*],CO,0.06173139,-7.88941029,0.787,32.042,1.609744884
220,CC1=CC([*])=CC(C)=C1O[*],CO,0.17514462,-7.850780887,0.787,32.042,1.609744884
221,CC1=CC([*])=CC(C)=C1O[*],CO,0.26846855,-7.89279003,0.787,32.042,1.609744884
222,CC1=CC([*])=CC(C)=C1O[*],CO,0.35631358,-7.910094889,0.787,32.042,1.609744884
223,CC1=CC([*])=CC(C)=C1O[*],CO,0.46260424,-7.943095149,0.787,32.042,1.609744884
224,CC1=CC([*])=CC(C)=C1O[*],CO,0.55866762,-7.931814138,0.787,32.042,1.609744884
225,CC1=CC([*])=CC(C)=C1O[*],CO,0.6565573,-7.924453039,0.787,32.042,1.609744884
226,CC1=CC([*])=CC(C)=C1O[*],CO,1,-7.113106778,0.787,32.042,1.609744884
227,CC1=CC([*])=CC(C)=C1O[*],COC(C)(C)C,1,-7.193820026,0.735,88.15,2.078934978
228,CC1=CC2=C(C=C1[*])S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(S(=O)(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC(C)=C21,CCCCCC,1,-6.468521083,0.656,86.178,2.118492571
229,CC1=CC2=C(C=C1[*])S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(S(=O)(=O)C5=CC=C6C(=O)N([*])C(=O)C6=C5)C=C4C3=O)=CC(C)=C21,c1ccccc1,1,-7.431798276,0.873,78.114,1.951714634
230,CC1CC2CC1C([*])C2[*],CO,0.03567,-7.542118103,0.787,32.042,1.609744884
231,CC1CC2CC1C([*])C2[*],CO,0.09953,-7.596879479,0.787,32.042,1.609744884
232,CC1CC2CC1C([*])C2[*],CO,0.25266,-7.970616222,0.787,32.042,1.609744884
233,CC1CC2CC1C([*])C2[*],CO,0.43087,-8.083019953,0.787,32.042,1.609744884
234,CC1CC2CC1C([*])C2[*],CO,0.54882,-8.057000407,0.787,32.042,1.609744884
235,CC1CC2CC1C([*])C2[*],CO,0.70195,-8.019088062,0.787,32.042,1.609744884
236,CC1CC2CC1C([*])C2[*],CO,0.99811,-7.404503778,0.787,32.042,1.609744884
237,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.15171,-8.455931956,0.88,72.107,1.913494755
238,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.20149,-8.17327748,0.88,72.107,1.913494755
239,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.36924,-8.112945622,0.88,72.107,1.913494755
240,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.56076,-7.850780887,0.88,72.107,1.913494755
241,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1CCOC1,0.59843,-7.723538196,0.88,72.107,1.913494755
242,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.32125,-8.978810701,1.029,88.106,1.93259011
243,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.49482,-8.764471553,1.029,88.106,1.93259011
244,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.62445,-8.583359493,1.029,88.106,1.93259011
245,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.72626,-8.381951903,1.029,88.106,1.93259011
246,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,C1COCCO1,0.84601,-8.253365801,1.029,88.106,1.93259011
247,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.0901,-8.943095149,0.616,72.151,2.068661643
248,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.19677,-9.011441043,0.616,72.151,2.068661643
249,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.36357,-8.903089987,0.616,72.151,2.068661643
250,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.48104,-8.576754126,0.616,72.151,2.068661643
251,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.59992,-8.536107011,0.616,72.151,2.068661643
252,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.73571,-8.617982957,0.616,72.151,2.068661643
253,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.84848,-8.4225082,0.616,72.151,2.068661643
254,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCC(C)C,0.96783,-8.380906669,0.616,72.151,2.068661643
255,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.10044,-8.224025669,0.621,72.151,2.065150755
256,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.11501,-8.027797162,0.621,72.151,2.065150755
257,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.18596,-7.790484985,0.621,72.151,2.065150755
258,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.25738,-7.777283529,0.621,72.151,2.065150755
259,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCC,0.5332,-7.512861625,0.621,72.151,2.065150755
260,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.17562,-7.962573502,0.656,86.178,2.118492571
261,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.25315,-7.844663963,0.656,86.178,2.118492571
262,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.34901,-7.716698771,0.656,86.178,2.118492571
263,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.49984,-7.642065153,0.656,86.178,2.118492571
264,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.81747,-7.465973894,0.656,86.178,2.118492571
265,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCC,0.87151,-7.4867824,0.656,86.178,2.118492571
266,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.08587,-8.08249449,0.682,100.205,2.167105018
267,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.21321,-7.832682665,0.682,100.205,2.167105018
268,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.3429,-7.931814138,0.682,100.205,2.167105018
269,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.56233,-7.716698771,0.682,100.205,2.167105018
270,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCCCC,0.87574,-7.628932138,0.682,100.205,2.167105018
271,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.14,-9.213248578,0.806,74.123,1.963617947
272,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.23,-9.213248578,0.806,74.123,1.963617947
273,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.36,-9.007888512,0.806,74.123,1.963617947
274,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.49,-9.140261434,0.806,74.123,1.963617947
275,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.59,-9.014124643,0.806,74.123,1.963617947
276,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.67,-9.205511953,0.806,74.123,1.963617947
277,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCCO,0.78,-9.067526235,0.806,74.123,1.963617947
278,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.33606,-9.146301788,0.802,60.096,1.874671198
279,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.5307,-8.847711656,0.802,60.096,1.874671198
280,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCCO,0.70463,-8.882728704,0.802,60.096,1.874671198
281,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.05952,-8.53165267,0.787,46.069,1.767434053
282,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.11105,-8.876148359,0.787,46.069,1.767434053
283,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.21551,-8.671620397,0.787,46.069,1.767434053
284,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.31351,-8.511449283,0.787,46.069,1.767434053
285,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.41382,-8.756961951,0.787,46.069,1.767434053
286,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.61629,-8.505845406,0.787,46.069,1.767434053
287,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.70877,-8.498940738,0.787,46.069,1.767434053
288,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CCO,0.80908,-8.815308569,0.787,46.069,1.767434053
289,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CN(C)C=O,0.048268574,-9.156767222,0.95,73.095,1.886164065
290,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CN(C)C=O,0.109654341,-8.924453039,0.95,73.095,1.886164065
291,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CN(C)C=O,0.229722088,-8.725842151,0.95,73.095,1.886164065
292,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CN(C)C=O,0.321161854,-8.617982957,0.95,73.095,1.886164065
293,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CN(C)C=O,0.588508916,-8.527243551,0.95,73.095,1.886164065
294,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.18882,-7.732828272,0.787,32.042,1.609744884
295,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.4488,-7.705533774,0.787,32.042,1.609744884
296,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.51413,-7.879426069,0.787,32.042,1.609744884
297,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,CO,0.60018,-7.850780887,0.787,32.042,1.609744884
298,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.143823223,-8.707743929,0.858,106.168,2.092506348
299,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.193916402,-8.453457337,0.858,106.168,2.092506348
300,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.347097917,-8.453457337,0.858,106.168,2.092506348
301,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccc(C)cc1,0.391358777,-8.391473966,0.858,106.168,2.092506348
302,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.077046002,-8.162411562,0.865,92.141,2.027436814
303,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.131324729,-8.076755981,0.865,92.141,2.027436814
304,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.209516088,-7.91721463,0.865,92.141,2.027436814
305,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.263533879,-8.088309841,0.865,92.141,2.027436814
306,CC6(C)CC4(CC(C)(C)c3cc2oc1c(C#N)c([g])c([t])c(C#N)c1oc2cc34)c5cc(O[d])c(O[e])cc56,Cc1ccccc1,0.307202243,-8.156144577,0.865,92.141,2.027436814
