SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV
1035,[*]C(C)=C([*])[Si](C)(C)C,COC(=O)OC,0.790999048,-7.003926346,1.069,90.078,1.92564103
1036,[*]C(C)=C([*])[Si](C)(C)C,COC(=O)OC,0.900111954,-7.109578981,1.069,90.078,1.92564103
1037,[*]C(C)=C([*])[Si](C)(C)C,COC(=O)OC,0.918817018,-7.15490196,1.069,90.078,1.92564103
1038,[*]C(C)=C([*])[Si](C)(C)C,COC(=O)OC,0.952070476,-7.144480844,1.069,90.078,1.92564103
1039,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.03233209,-6.663540266,0.927,74.079,1.902615377
1040,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.129151711,-6.642065153,0.927,74.079,1.902615377
1041,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.249537114,-6.621602099,0.927,74.079,1.902615377
1042,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.286523301,-6.605548319,0.927,74.079,1.902615377
1043,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.360761561,-6.632644079,0.927,74.079,1.902615377
1044,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.394468116,-6.616184634,0.927,74.079,1.902615377
1045,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.46104115,-6.694648631,0.927,74.079,1.902615377
1046,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.574925002,-6.716698771,0.927,74.079,1.902615377
1047,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.682795933,-6.841637508,0.927,74.079,1.902615377
1048,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.817315625,-7.003926346,0.927,74.079,1.902615377
1049,[*]C(C)=C([*])[Si](C)(C)C,COC(C)=O,0.901399442,-7.148741651,0.927,74.079,1.902615377
1050,[*]C(C)=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0,-9.001740662,1.583,153.823,1.987540362
1051,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.083179007,-9.954677021,1.318,84.933,1.809161054
1052,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.120431442,-9.863279433,1.318,84.933,1.809161054
1053,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.189051028,-9.580044252,1.318,84.933,1.809161054
1054,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.250695653,-9.585026652,1.318,84.933,1.809161054
1055,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.267388028,-9.511449283,1.318,84.933,1.809161054
1056,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.304501863,-9.389339837,1.318,84.933,1.809161054
1057,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.387345956,-9.003050752,1.318,84.933,1.809161054
1058,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.505157597,-8.548213564,1.318,84.933,1.809161054
1059,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.578307132,-8.389339837,1.318,84.933,1.809161054
1060,[*]C(C)=C([*])[Si](C)(C)C,ClCCl,0.758349202,-8.083019953,1.318,84.933,1.809161054
1061,[*]C(C)=C([*])[Si](C)(C)C,c1ccccc1,0,-8.847711656,0.873,78.114,1.951714634
1062,[*]C(C)=C([*])[Si](C)(C)C,c1ccccc1,0.03342,-5.995678626,0.873,78.114,1.951714634
1063,[*]C(C)=C([*])[Si](C)(C)C,c1ccccc1,0.09195,-6,0.873,78.114,1.951714634
1064,[*]C(C)=C([*])[Si](C)(C)C,c1ccccc1,0.19968,-5.91721463,0.873,78.114,1.951714634
1065,[*]C(C)=C([*])[Si](C)(C)C,c1ccccc1,0.38253,-5.853871964,0.873,78.114,1.951714634
1066,[*]C(C)CC(F)(F)C([*])(F)F,Brc1ccccc1,1,-7.167491087,1.487,157.01,2.023616345
1067,[*]C(C)CC(F)(F)C([*])(F)F,CC(=O)OCC(C)C,1,-6.747146969,0.869,116.16,2.126036827
1068,[*]C(C)CC(F)(F)C([*])(F)F,CC(=O)OCCC(C)C,1,-6.701146924,0.876,130.187,2.172063513
1069,[*]C(C)CC(F)(F)C([*])(F)F,CCCCCOC(C)=O,1,-7.060480747,0.8719,130.187,2.174100942
1070,[*]C(C)CC(F)(F)C([*])(F)F,CCCCOC(C)=O,1,-6.681936665,0.876,116.16,2.122552497
1071,[*]C(C)CC(F)(F)C([*])(F)F,CCCOC(C)=O,1,-6.498940738,0.883,102.133,2.063205385
1072,[*]C(C)CC(F)(F)C([*])(F)F,CCOC(=O)CCC(=O)OCC,1,-7.920818754,1.043,174.196,2.22275387
1073,[*]C(C)CC(F)(F)C([*])(F)F,CCOC(=O)c1ccccc1,1,-7.721246399,1.042,150.177,2.158735705
1074,[*]C(C)CC(F)(F)C([*])(F)F,CCOC(C)=O,1,-6.641877261,0.894,88.106,1.993667966
1075,[*]C(C)CC(F)(F)C([*])(F)F,COC(=O)c1ccccc1,1,-7.602059991,1.085,136.15,2.098587907
1076,[*]C(C)CC(F)(F)C([*])(F)F,COC(=O)c1ccccc1O,1,-7.853871964,1.175,152.149,2.112231236
1077,[*]C(C)CC(F)(F)C([*])(F)F,COC(C)=O,1,-6.217527376,0.927,74.079,1.902615377
1078,[*]C(C)CC(F)(F)C([*])(F)F,COCCOCCOC,1,-7.142667504,0.942,134.175,2.153620701
1079,[*]C(C)CC(F)(F)C([*])(F)F,Clc1ccccc1,1,-6.671620397,1.101,112.559,2.009592907
1080,[*]C(C)CC(F)(F)C([*])(F)F,Clc1ccccc1Cl,1,-7.148741651,1.301,147.004,2.053051856
1081,[*]C(C)CC(F)(F)C([*])(F)F,O=[N+]([O-])c1ccccc1,1,-7.568636236,1.2,123.111,2.011115613
1082,[*]C(C)CC(F)(F)C([*])(F)F,c1ccccc1,1,-6.627087997,0.873,78.114,1.951714634
1083,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3([*])F,ClC(Cl)(Cl)Cl,1,-8.657577319,1.583,153.823,1.987540362
1084,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3([*])F,ClC(Cl)Cl,1,-8.102372909,1.48,119.378,1.906662583
1085,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3([*])F,ClCCl,1,-7.067019178,1.318,84.933,1.809161054
1086,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3([*])F,c1ccccc1,1,-7.307153081,0.873,78.114,1.951714634
1087,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,C1CCCCC1,1,-7.793174124,0.773,84.162,2.036936553
1088,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.0739343,-7.283162277,0.784,58.08,1.869710545
1089,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.161626,-7.259637311,0.784,58.08,1.869710545
1090,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.25393324,-7.230622674,0.784,58.08,1.869710545
1091,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.346240124,-7.208309351,0.784,58.08,1.869710545
1092,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.430470436,-7.185086819,0.784,58.08,1.869710545
1093,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.512969876,-7.161150909,0.784,58.08,1.869710545
1094,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.607007632,-7.140261434,0.784,58.08,1.869710545
1095,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.676237884,-7.119758224,0.784,58.08,1.869710545
1096,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.760468196,-7.098541679,0.784,58.08,1.869710545
1097,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,0.839506248,-7.072629637,0.784,58.08,1.869710545
1098,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CC(C)=O,1,-6.115204636,0.784,58.08,1.869710545
1099,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.054990525,-8.563837353,0.656,86.178,2.118492571
1100,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.098464245,-8.385102784,0.656,86.178,2.118492571
1101,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.156749114,-8.242603971,0.656,86.178,2.118492571
1102,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.238944581,-8.098541679,0.656,86.178,2.118492571
1103,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.328764334,-7.966576245,0.656,86.178,2.118492571
1104,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.417874864,-7.829738285,0.656,86.178,2.118492571
1105,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.519900806,-7.709965389,0.656,86.178,2.118492571
1106,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.608225428,-7.591760035,0.656,86.178,2.118492571
1107,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.706422405,-7.492144128,0.656,86.178,2.118492571
1108,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCCCCC,0.831312913,-7.367542708,0.656,86.178,2.118492571
1109,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CCO,1,-7.149353765,0.787,46.069,1.767434053
1110,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.223170452,-7.571865206,0.787,32.042,1.609744884
1111,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.239638381,-6.863279433,0.787,32.042,1.609744884
1112,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.360743195,-6.896196279,0.787,32.042,1.609744884
1113,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.405711973,-7.679853714,0.787,32.042,1.609744884
1114,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.458327529,-6.946921557,0.787,32.042,1.609744884
1115,[*]C(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C3(F)OC(C(F)(F)F)(C(F)(F)F)OC3(F)C4(F)OC(C(F)(F)F)(C(F)(F)F)OC4(F)C5(F)OC(C(F)(F)F)(C(F)(F)F)OC5(F)C6(F)OC(C(F)(F)F)(C(F)(F)F)OC6(F)C7(F)OC(C(F)(F)F)(C(F)(F)F)OC7(F)C8(F)OC(C(F)(F)F)(C(F)(F)F)OC8(F)C9(F)OC(C(F)(F)F)(C(F)(F)F)OC9([*])F,CO,0.513080822,-7.009217308,0.787,32.042,1.609744884
