,composition,load,hardness,category,type
1377,Mn0.1W0.9B4,4.9,31.44867962,exp,only_exp
1378,Mn0.2W0.8B4,0.49,54.99128052,exp,only_exp
1379,Mn0.2W0.8B4,0.98,43.96736423,exp,only_exp
1380,Mn0.2W0.8B4,1.96,36.52466368,exp,only_exp
1381,Mn0.2W0.8B4,2.94,34.06452417,exp,only_exp
1382,Mn0.2W0.8B4,4.9,31.79123069,exp,only_exp
1383,Mn0.4W0.6B4,0.49,46.2406577,exp,only_exp
1384,Mn0.4W0.6B4,0.98,38.86023916,exp,only_exp
1385,Mn0.4W0.6B4,1.96,32.60089686,exp,only_exp
1386,Mn0.4W0.6B4,2.94,31.38639761,exp,only_exp
1387,Mn0.4W0.6B4,4.9,29.73592427,exp,only_exp
1388,Mn2B,0.245,26.287774,exp,only_exp
1389,Mn2B,0.98,18.81945045,exp,only_exp
1390,Mn2B,1.96,16.39833282,exp,only_exp
1391,Mn2B,2.94,14.59907379,exp,only_exp
1392,Mn2B,4.9,14.14698981,exp,only_exp
1393,Mn3B4,0.245,30.6,exp,only_exp
1394,Mn3B4,0.49,24.3,exp,only_exp
1395,Mn3B4,0.98,21.6,exp,only_exp
1396,Mn3B4,1.96,18.7,exp,only_exp
1397,Mn3B4,2.94,16.9,exp,only_exp
1398,Mn3B4,4.9,16.3,exp,only_exp
1399,MnAs,0.49,1.54,exp,only_exp
1400,MnB,0.245,29.72670577,exp,only_exp
1401,MnB,0.98,19.5,exp,only_exp
1402,MnB,1.96,17.4,exp,only_exp
1403,MnB,2.94,16.2,exp,only_exp
1404,MnB,4.9,15.7,exp,only_exp
1405,MnB2,0.245,25.1170423,exp,only_exp
1406,MnB2,0.49,19.18854585,exp,only_exp
1407,MnB2,0.98,16.6243285,exp,only_exp
1408,MnB2,1.96,14.56906453,exp,only_exp
1409,MnB2,2.94,12.6600494,exp,only_exp
1410,MnB2,4.9,12.28104353,exp,only_exp
1411,MnB4,9.8,37.4,exp,only_exp
1412,MnB4,14.7,34.6,exp,only_exp
1413,MnB4,0.27,33.41836735,exp,only_exp
1414,MnB4,0.49,25.6122449,exp,only_exp
1415,MnB4,0.98,22.29591837,exp,only_exp
1416,MnB4,1.96,21.17346939,exp,only_exp
1417,MnB4,2.98,20.30612245,exp,only_exp
1418,MnB4,4.9,20.05102041,exp,only_exp
1419,MnC,0.49,4.29,exp,only_exp
1420,MnSi,0.49,14.05,exp,only_exp
1421,Mo0.01W0.99B4,0.49,46.02362205,exp,only_exp
1422,Mo0.01W0.99B4,0.98,40.23622047,exp,only_exp
1423,Mo0.01W0.99B4,1.96,34.37007874,exp,only_exp
1424,Mo0.01W0.99B4,2.94,32.5984252,exp,only_exp
1425,Mo0.01W0.99B4,4.9,31.14173228,exp,only_exp
1426,Mo0.02W0.98B4,0.49,48.07086614,exp,only_exp
1427,Mo0.02W0.98B4,0.98,43.8976378,exp,only_exp
1428,Mo0.02W0.98B4,1.96,38.7007874,exp,only_exp
1429,Mo0.02W0.98B4,2.94,35.5511811,exp,only_exp
1430,Mo0.02W0.98B4,4.9,32.91338583,exp,only_exp
1431,Mo0.04W0.96B4,0.49,47.24409449,exp,only_exp
1432,Mo0.04W0.96B4,0.98,42.5984252,exp,only_exp
1433,Mo0.04W0.96B4,1.96,36.81102362,exp,only_exp
1434,Mo0.04W0.96B4,2.94,34.72440945,exp,only_exp
1435,Mo0.04W0.96B4,4.9,32.00787402,exp,only_exp
1436,Mo0.05W0.95B4,0.49,44.60629921,exp,only_exp
1437,Mo0.05W0.95B4,0.98,41.96850394,exp,only_exp
1438,Mo0.05W0.95B4,1.96,35,exp,only_exp
1439,Mo0.05W0.95B4,2.94,33.7007874,exp,only_exp
1440,Mo0.05W0.95B4,4.9,30.31496063,exp,only_exp
1441,Mo0.3W0.7B2,0.49,45.7,exp,only_exp
1442,Mo0.3W0.7B4,0.49,42.00787402,exp,only_exp
1443,Mo0.3W0.7B4,0.98,35.51181102,exp,only_exp
1444,Mo0.3W0.7B4,1.96,31.53543307,exp,only_exp
1445,Mo0.3W0.7B4,2.94,29.60629921,exp,only_exp
1446,Mo0.3W0.7B4,4.9,28.03149606,exp,only_exp
1447,Mo0.5W0.5B2,0.49,39.94764398,exp,only_exp
1448,Mo0.5W0.5B2,0.98,33.82198953,exp,only_exp
1449,Mo0.5W0.5B2,1.96,29.68586387,exp,only_exp
1450,Mo0.5W0.5B2,2.94,27.32984293,exp,only_exp
1451,Mo0.5W0.5B2,4.9,24.29319372,exp,only_exp
1452,Mo0.9W1.1BC,0.49,42.1,exp,only_exp
1453,Mo0.9W1.1BC,4.9,24.9,exp,only_exp
1454,Mo1.25W0.75BC,0.49,32.1,exp,only_exp
1455,Mo1.25W0.75BC,4.9,22.4,exp,only_exp
1456,Mo1.5W0.5BC,0.49,30.4,exp,only_exp
1457,Mo1.5W0.5BC,4.9,21.1,exp,only_exp
1458,Mo1.75W0.25BC,0.49,30.5,exp,only_exp
1459,Mo1.75W0.25BC,4.9,20.8,exp,only_exp
1460,Mo2BC,0.49,26.5,exp,only_exp
1461,Mo2BC,4.9,20.1,exp,only_exp
1462,Mo2C,0.49,14.71,exp,only_exp
1463,Mo2C,0.98,17.61445555,exp,only_exp
1464,Mo2C,1.96,16.45456659,exp,only_exp
1465,Mo2C,2.94,16.00161328,exp,only_exp
1466,Mo2C,4.9,15.7521365,exp,only_exp
1467,Mo2C,9.8,15.60527004,exp,only_exp
1468,Mo2NiB2,1,12.85,exp,only_exp
1469,Mo3C2,0.245,20.56,exp,only_exp
1470,Mo3C2,0.49,18.47,exp,only_exp
1471,Mo3C2,0.98,16.72,exp,only_exp
1472,Mo3C2,1.96,15.35,exp,only_exp
1473,Mo3C2,2.94,14.6,exp,only_exp
1474,Mo3C2,4.9,14.32,exp,only_exp
1475,Mo3C2,9.8,13.53,exp,only_exp
1476,MoAlB,0.98,10.6,exp,only_exp
1477,MoB2,0.98,29.16376307,exp,only_exp
1478,MoB2,1.96,24.83275261,exp,only_exp
1479,MoB2,2.94,22.99303136,exp,only_exp
1480,MoB2,4.9,22.07317073,exp,only_exp
1481,MoB2,9.8,19.00696864,exp,only_exp
1482,MoN,0.49,23,exp,only_exp
1483,MoN,4.9,15.8,exp,only_exp
1484,MoRe2C,0.098,19.9,exp,only_exp
1485,MoRe2C,0.49,17.68626489,exp,only_exp
1486,MoRe2C,4.9,16.02306936,exp,only_exp
1487,MoRe2C,19.6,15.3,exp,only_exp
1488,MoSi2,0.49,12.64,exp,only_exp
1489,Nb2.53Co20.47B6,0.49,15.89854015,exp,only_exp
1490,Nb2.53Co20.47B6,0.98,14.82355199,exp,only_exp
1491,Nb2.53Co20.47B6,1.72,13.80208874,exp,only_exp
1492,Nb2.53Co20.47B6,1.96,13.77853351,exp,only_exp
1493,Nb3B4,0.29,22.46,exp,only_exp
1494,Nb4AlC3,3.166226913,6.225085911,exp,only_exp
1495,Nb4AlC3,5.277044855,5.431271478,exp,only_exp
1496,Nb4AlC3,9.762532982,3.304982818,exp,only_exp
1497,Nb4AlC3,30.07915567,3.10652921,exp,only_exp
1498,NbB2,0.29,25.5,exp,only_exp
1499,NbC,0.49,19.4326638,exp,only_exp
1500,NbC,0.98,18.62733271,exp,only_exp
1501,NbC,1.96,17.11288588,exp,only_exp
1502,NbC,2.94,17.06521423,exp,only_exp
1503,NbC,4.9,16.00531946,exp,only_exp
1504,NbC,9.8,14.69347712,exp,only_exp
1505,NbCo1.54Ni0.46B,0.49,15.69295748,exp,only_exp
1506,NbCo1.54Ni0.46B,0.98,13.28194928,exp,only_exp
1507,NbCo1.54Ni0.46B,1.96,13.31601706,exp,only_exp
1508,NbCo2,0.49,12.4544455,exp,only_exp
1509,NbCo2B,0.49,16.33532759,exp,only_exp
1510,NbCo2B,0.98,14.74654313,exp,only_exp
1511,NbCo2B,1.96,14.70356641,exp,only_exp
1512,NbCo2B3,0.98,20.93857611,exp,only_exp
1513,NbCo2B3,1.46,17.96231357,exp,only_exp
1514,NbCo2B3,1.96,16.2707556,exp,only_exp
1515,NbCr2,0.49,13.72931,exp,only_exp
1516,NbFe2,0.49,11.2776475,exp,only_exp
1517,NbSi2,0.49,9.572306931,exp,only_exp
1518,Nd0.5Er0.5C2,2.941995,6.60968,exp,only_exp
1519,NiAs,0.49,5.39,exp,only_exp
1520,NiB,0.49,11.28,exp,only_exp
1521,NiS,0.49,1.99,exp,only_exp
1522,NiSb,0.49,10.198916,exp,only_exp
1523,NiSi,0.49,7.11,exp,only_exp
1524,Os0.5W0.5B2,0.49,40.4,exp,only_exp
1525,Os0.5W0.5B2,4.9,26.6,exp,only_exp
1526,Os2B3,0.49,21.8,exp,only_exp
1527,Os2B3,4.9,14.7,exp,only_exp
1528,OsB,0.49,14.4,exp,only_exp
1529,OsB,4.9,10.6,exp,only_exp
1530,Pr0.5Nd0.5C2,2.941995,3.23619,exp,only_exp
1531,Re0.52W0.48B2,0.49,47.2,exp,only_exp
1532,ReWC0.8,0.49,40,exp,only_exp
1533,ReWC0.8,4.9,22.5,exp,only_exp
1534,RuB,0.49,13.6,exp,only_exp
1535,RuB,4.9,8,exp,only_exp
1536,Sc0.75Y0.25B12,0.49,44.55360046,exp,only_exp
1537,Sc0.75Y0.25B12,0.98,36.6632174,exp,only_exp
1538,Sc0.75Y0.25B12,1.96,35.28291541,exp,only_exp
1539,Sc0.75Y0.25B12,2.94,32.43990532,exp,only_exp
1540,Sc0.75Y0.25B12,4.9,30.89479115,exp,only_exp
1541,Sc0.75Zr0.25B12,0.49,46.36303427,exp,only_exp
1542,Sc0.75Zr0.25B12,0.98,38.66720006,exp,only_exp
1543,Sc0.75Zr0.25B12,1.96,36.7546554,exp,only_exp
1544,Sc0.75Zr0.25B12,2.94,33.72639861,exp,only_exp
1545,Sc0.75Zr0.25B12,4.9,31.65444961,exp,only_exp
1546,Sc0.85Y0.15B12,0.49,44.02041762,exp,only_exp
1547,Sc0.85Y0.15B12,0.98,35.94462086,exp,only_exp
1548,Sc0.85Y0.15B12,1.96,34.89396077,exp,only_exp
1549,Sc0.85Y0.15B12,2.94,31.82431639,exp,only_exp
1550,Sc0.85Y0.15B12,4.9,30.27921977,exp,only_exp
1551,Sc0.85Zr0.15B12,0.49,46.83786626,exp,only_exp
1552,Sc0.85Zr0.15B12,0.98,38.982675,exp,only_exp
1553,Sc0.85Zr0.15B12,1.96,36.93349468,exp,only_exp
1554,Sc0.85Zr0.15B12,2.94,33.90523788,exp,only_exp
1555,Sc0.85Zr0.15B12,4.9,31.76500652,exp,only_exp
1556,Sc0.8Zr0.2B12,4.9,31.31126451,exp,only_exp
1557,Sc0.95Y0.05B12,0.49,42.00394272,exp,only_exp
1558,Sc0.95Y0.05B12,0.98,35.76168145,exp,only_exp
1559,Sc0.95Y0.05B12,1.96,34.46378554,exp,only_exp
1560,Sc0.95Y0.05B12,2.94,31.04395038,exp,only_exp
1561,Sc0.95Y0.05B12,4.9,29.14859278,exp,only_exp
1562,Sc0.95Zr0.05B12,0.49,42.57683847,exp,only_exp
1563,Sc0.95Zr0.05B12,0.98,35.9283631,exp,only_exp
1564,Sc0.95Zr0.05B12,1.96,34.76718455,exp,only_exp
1565,Sc0.95Zr0.05B12,2.94,31.35188401,exp,only_exp
1566,Sc0.95Zr0.05B12,4.9,29.50762171,exp,only_exp
1567,Sc0.9Y0.1B12,0.49,43.8980544,exp,only_exp
1568,Sc0.9Y0.1B12,0.98,35.98706982,exp,only_exp
1569,Sc0.9Y0.1B12,1.96,35.01879827,exp,only_exp
1570,Sc0.9Y0.1B12,2.94,32.05217906,exp,only_exp
1571,Sc0.9Y0.1B12,4.9,30.36285423,exp,only_exp
1572,Sc0.9Zr0.1B12,0.49,45.53842065,exp,only_exp
1573,Sc0.9Zr0.1B12,0.98,37.52382506,exp,only_exp
1574,Sc0.9Zr0.1B12,1.96,35.54295074,exp,only_exp
1575,Sc0.9Zr0.1B12,2.94,32.19595621,exp,only_exp
1576,Sc0.9Zr0.1B12,4.9,30.60217293,exp,only_exp
1577,Sc2Ir2Pd4B,4.9,6.68,exp,only_exp
1578,Sc2Ir4Pd2B,4.9,8.44,exp,only_exp
1579,Sc2Ir6B,4.9,9.27,exp,only_exp
1580,Sc2IrPd5B,4.9,5.88,exp,only_exp
1581,Sc2Os5B4,0.49,29.30193481,exp,only_exp
1582,Sc2Os5B4,0.98,25.42267009,exp,only_exp
1583,Sc2Os5B4,1.96,22.16823428,exp,only_exp
1584,Sc2Os5B4,2.94,20.05584043,exp,only_exp
1585,Sc2Os5B4,4.9,17.10276709,exp,only_exp
1586,Sc2OsB6,0.49,38.19978063,exp,only_exp
1587,Sc2OsB6,0.98,32.0208357,exp,only_exp
1588,Sc2OsB6,1.96,26.38847946,exp,only_exp
1589,Sc2OsB6,2.94,24.41786088,exp,only_exp
1590,Sc2OsB6,4.9,20.800647,exp,only_exp
1591,Sc2Pd6B,4.9,4.6,exp,only_exp
1592,Sc2RhB6,0.49,26.09036298,exp,only_exp
1593,Sc2RhB6,0.98,22.15342232,exp,only_exp
1594,Sc2RhB6,1.96,19.59362668,exp,only_exp
1595,Sc2RhB6,2.94,18.15940302,exp,only_exp
1596,Sc2RhB6,4.9,17.04076705,exp,only_exp
1597,Sc2Ru2Os3B4,0.49,26.40423562,exp,only_exp
1598,Sc2Ru2Os3B4,0.98,22.89991149,exp,only_exp
1599,Sc2Ru2Os3B4,1.96,18.07395821,exp,only_exp
1600,Sc2Ru2Os3B4,2.94,16.97093128,exp,only_exp
1601,Sc2Ru2Os3B4,4.9,16.76643244,exp,only_exp
1602,Sc2Ru3Os2B4,0.49,24.44039278,exp,only_exp
1603,Sc2Ru3Os2B4,0.98,20.59393092,exp,only_exp
1604,Sc2Ru3Os2B4,1.96,18.56781837,exp,only_exp
1605,Sc2Ru3Os2B4,2.94,17.9165107,exp,only_exp
1606,Sc2Ru3Os2B4,4.9,15.29622327,exp,only_exp
1607,Sc2Ru4IrB4,0.49,19.26699924,exp,only_exp
1608,Sc2Ru4IrB4,0.98,17.53104804,exp,only_exp
1609,Sc2Ru4IrB4,1.96,16.19149613,exp,only_exp
1610,Sc2Ru4IrB4,2.94,14.68972601,exp,only_exp
1611,Sc2Ru4IrB4,4.9,14.12721085,exp,only_exp
1612,Sc2Ru4MoB4,0.49,23.38982743,exp,only_exp
1613,Sc2Ru4MoB4,0.98,19.25603486,exp,only_exp
1614,Sc2Ru4MoB4,1.96,17.917054,exp,only_exp
1615,Sc2Ru4MoB4,2.94,16.87223422,exp,only_exp
1616,Sc2Ru4MoB4,4.9,16.26167135,exp,only_exp
1617,Sc2Ru4OsB4,0.49,23.67903228,exp,only_exp
1618,Sc2Ru4OsB4,0.98,19.34786821,exp,only_exp
1619,Sc2Ru4OsB4,1.96,17.96462155,exp,only_exp
1620,Sc2Ru4OsB4,2.94,17.19940075,exp,only_exp
1621,Sc2Ru4OsB4,4.9,14.94507781,exp,only_exp
1622,Sc2Ru4ReB4,0.49,25.92231431,exp,only_exp
1623,Sc2Ru4ReB4,0.98,20.9966009,exp,only_exp
1624,Sc2Ru4ReB4,1.96,19.0087834,exp,only_exp
1625,Sc2Ru4ReB4,2.94,18.21749004,exp,only_exp
1626,Sc2Ru4ReB4,4.9,16.55678404,exp,only_exp
1627,Sc2Ru4TaB4,0.49,20.55590746,exp,only_exp
1628,Sc2Ru4TaB4,0.98,18.65509096,exp,only_exp
1629,Sc2Ru4TaB4,1.96,16.21941514,exp,only_exp
1630,Sc2Ru4TaB4,2.94,15.532464,exp,only_exp
1631,Sc2Ru4TaB4,4.9,14.79281064,exp,only_exp
1632,Sc2Ru4WB4,0.49,25.5763711,exp,only_exp
1633,Sc2Ru4WB4,0.98,19.65510646,exp,only_exp
1634,Sc2Ru4WB4,1.96,17.44855213,exp,only_exp
1635,Sc2Ru4WB4,2.94,16.96530826,exp,only_exp
1636,Sc2Ru4WB4,4.9,15.09711178,exp,only_exp
1637,Sc2Ru5B4,0.49,22.62554707,exp,only_exp
1638,Sc2Ru5B4,0.98,19.06865978,exp,only_exp
1639,Sc2Ru5B4,1.96,18.18237109,exp,only_exp
1640,Sc2Ru5B4,2.94,16.39914604,exp,only_exp
1641,Sc2Ru5B4,4.9,14.26818518,exp,only_exp
1642,Sc2RuB6,0.49,32.86245564,exp,only_exp
1643,Sc2RuB6,0.98,27.56240098,exp,only_exp
1644,Sc2RuB6,1.96,23.63088534,exp,only_exp
1645,Sc2RuB6,2.94,22.30221146,exp,only_exp
1646,Sc2RuB6,4.9,20.15707704,exp,only_exp
1647,Sc2RuOs4B4,0.49,27.2708751,exp,only_exp
1648,Sc2RuOs4B4,0.98,23.79221933,exp,only_exp
1649,Sc2RuOs4B4,1.96,20.36206975,exp,only_exp
1650,Sc2RuOs4B4,2.94,17.83487801,exp,only_exp
1651,Sc2RuOs4B4,4.9,16.73966166,exp,only_exp
1652,Sc3Rh5B2,0.49,13.39987432,exp,only_exp
1653,Sc3Rh5B2,0.98,12.15938529,exp,only_exp
1654,Sc3Rh5B2,1.96,11.18645368,exp,only_exp
1655,Sc3Rh5B2,2.94,11.03800676,exp,only_exp
1656,Sc3Rh5B2,4.9,10.48336554,exp,only_exp
1657,ScB2,0.49,17.92424223,exp,only_exp
1658,ScB2,0.98,16.1153083,exp,only_exp
1659,ScB2,2.94,14.50336731,exp,only_exp
1660,ScB2,4.9,12.87331927,exp,only_exp
1661,ScB2C2,0.49,22.13106462,exp,only_exp
1662,ScB2C2,0.98,15.86203794,exp,only_exp
1663,ScB2C2,1.96,14.49533442,exp,only_exp
1664,ScB2C2,2.94,12.49558905,exp,only_exp
1665,ScB2C2,4.9,9.6618564,exp,only_exp
1666,ScOs3B4,0.49,26.61318035,exp,only_exp
1667,ScOs3B4,0.98,22.94299435,exp,only_exp
1668,ScOs3B4,1.96,21.20115252,exp,only_exp
1669,ScOs3B4,2.94,19.54111615,exp,only_exp
1670,ScOs3B4,4.9,18.56099701,exp,only_exp
1671,ScOsB2,0.49,23.3553705,exp,only_exp
1672,ScOsB2,0.98,20.503168,exp,only_exp
1673,ScOsB2,1.96,17.6349474,exp,only_exp
1674,ScOsB2,2.94,16.1992026,exp,only_exp
1675,ScOsB2,4.9,15.2518464,exp,only_exp
1676,ScRh3B,0.49,11.88233848,exp,only_exp
1677,ScRh3B,0.98,11.20136248,exp,only_exp
1678,ScRh3B,1.96,11.02522878,exp,only_exp
1679,ScRh3B,2.94,10.97829409,exp,only_exp
1680,ScRh3B,4.9,10.84160725,exp,only_exp
1681,Ta0.02W0.98B4,0.49,52.87924911,exp,only_exp
1682,Ta0.02W0.98B4,0.98,45.3957382,exp,only_exp
1683,Ta0.02W0.98B4,1.96,38.2927448,exp,only_exp
1684,Ta0.02W0.98B4,2.94,35.1217656,exp,only_exp
1685,Ta0.02W0.98B4,4.9,33.47285642,exp,only_exp
1686,Ta0.05W0.95B4,0.49,43.71511923,exp,only_exp
1687,Ta0.05W0.95B4,0.98,38.92694064,exp,only_exp
1688,Ta0.05W0.95B4,1.96,34.61440893,exp,only_exp
1689,Ta0.05W0.95B4,2.94,32.33130391,exp,only_exp
1690,Ta0.05W0.95B4,4.9,30.68239472,exp,only_exp
1691,Ta0.4W0.6B4,0.49,44.6347032,exp,only_exp
1692,Ta0.4W0.6B4,0.98,39.27574835,exp,only_exp
1693,Ta0.4W0.6B4,1.96,33.63140538,exp,only_exp
1694,Ta0.4W0.6B4,2.94,32.64840183,exp,only_exp
1695,Ta0.4W0.6B4,4.9,30.55555556,exp,only_exp
1696,Ta0.5Zr2.5Ru5B2,0.49,17.48604287,exp,only_exp
1697,Ta0.5Zr2.5Ru5B2,0.98,15.79978929,exp,only_exp
1698,Ta0.5Zr2.5Ru5B2,1.96,15.11757361,exp,only_exp
1699,Ta0.5Zr2.5Ru5B2,2.94,14.4183065,exp,only_exp
1700,Ta0.5Zr2.5Ru5B2,4.9,13.93769792,exp,only_exp
1701,Ta1.5Hf1.5Ru5B2,0.49,19.39125017,exp,only_exp
1702,Ta1.5Hf1.5Ru5B2,0.98,16.67469648,exp,only_exp
1703,Ta1.5Hf1.5Ru5B2,1.96,16.38953263,exp,only_exp
1704,Ta1.5Hf1.5Ru5B2,2.94,15.48972181,exp,only_exp
1705,Ta1.5Hf1.5Ru5B2,4.9,13.94130901,exp,only_exp
1706,Ta1.5Nb1.5Ru5B2,0.49,17.13876506,exp,only_exp
1707,Ta1.5Nb1.5Ru5B2,0.98,15.239873,exp,only_exp
1708,Ta1.5Nb1.5Ru5B2,1.96,13.77334389,exp,only_exp
1709,Ta1.5Nb1.5Ru5B2,4.9,11.83733892,exp,only_exp
1710,Ta1.5Zr1.5Ru5B2,0.49,19.93884891,exp,only_exp
1711,Ta1.5Zr1.5Ru5B2,0.98,17.77090549,exp,only_exp
1712,Ta1.5Zr1.5Ru5B2,1.96,16.03808958,exp,only_exp
1713,Ta1.5Zr1.5Ru5B2,2.94,16.03808958,exp,only_exp
1714,Ta1.5Zr1.5Ru5B2,4.9,15.42781435,exp,only_exp
1715,Ta1.94N0.285O0.15,0.49,16,exp,only_exp
1716,Ta2.25Zr0.75Ru5B2,0.49,18.53080957,exp,only_exp
1717,Ta2.25Zr0.75Ru5B2,0.98,15.52252295,exp,only_exp
1718,Ta2.48Co20.52B6,0.49,14.48,exp,only_exp
1719,Ta2.48Co20.52B6,0.98,14.31,exp,only_exp
1720,Ta2.48Co20.52B6,1.96,14.19,exp,only_exp
1721,Ta2.5Hf0.5Ru5B2,0.49,19.3129251,exp,only_exp
1722,Ta2.5Hf0.5Ru5B2,0.98,17.65466644,exp,only_exp
1723,Ta2.5Hf0.5Ru5B2,1.96,16.65148316,exp,only_exp
1724,Ta2.5Hf0.5Ru5B2,2.94,15.46752399,exp,only_exp
1725,Ta2.5Hf0.5Ru5B2,4.9,13.55814427,exp,only_exp
1726,Ta2.5Zr0.5Ru5B2,0.49,21.63490993,exp,only_exp
1727,Ta2.5Zr0.5Ru5B2,0.98,19.83292055,exp,only_exp
1728,Ta2.5Zr0.5Ru5B2,1.96,18.01308933,exp,only_exp
1729,Ta2.5Zr0.5Ru5B2,2.94,17.11011062,exp,only_exp
1730,Ta2.5Zr0.5Ru5B2,4.9,16.72364027,exp,only_exp
1731,Ta2.75Zr0.25Ru5B2,0.49,21.19393021,exp,only_exp
1732,Ta2.75Zr0.25Ru5B2,0.98,19.80161248,exp,only_exp
1733,Ta2.75Zr0.25Ru5B2,1.96,17.33022172,exp,only_exp
1734,Ta2.75Zr0.25Ru5B2,2.94,17.00291755,exp,only_exp
1735,Ta2.75Zr0.25Ru5B2,4.9,15.8173617,exp,only_exp
1736,Ta2HfRu5B2,0.49,19.46416855,exp,only_exp
1737,Ta2HfRu5B2,0.98,18.34101102,exp,only_exp
1738,Ta2HfRu5B2,1.96,17.0210659,exp,only_exp
1739,Ta2HfRu5B2,2.94,15.549656,exp,only_exp
1740,Ta2HfRu5B2,4.9,14.29539318,exp,only_exp
1741,Ta2N3,4.9,16,exp,only_exp
1742,Ta2NbRu5B2,0.49,19.23588786,exp,only_exp
1743,Ta2NbRu5B2,0.98,16.17466527,exp,only_exp
1744,Ta2NbRu5B2,1.96,13.84683729,exp,only_exp
1745,Ta2NbRu5B2,2.94,13.70443031,exp,only_exp
1746,Ta2NbRu5B2,4.9,12.0767158,exp,only_exp
1747,Ta2ZrRu5B2,0.49,21.15728538,exp,only_exp
1748,Ta2ZrRu5B2,0.98,18.81226213,exp,only_exp
1749,Ta2ZrRu5B2,1.96,16.34867498,exp,only_exp
1750,Ta2ZrRu5B2,2.94,15.78281797,exp,only_exp
1751,Ta2ZrRu5B2,4.9,14.92457209,exp,only_exp
1752,Ta3Ru5B2,0.49,21.29130151,exp,only_exp
1753,Ta3Ru5B2,0.98,19.90250839,exp,only_exp
1754,Ta3Ru5B2,1.96,18.62872207,exp,only_exp
1755,Ta3Ru5B2,2.94,17.4109247,exp,only_exp
1756,Ta3Ru5B2,4.9,16.41639799,exp,only_exp
1757,TaCo1.54Ni0.46B,0.49,17.10612894,exp,only_exp
1758,TaCo1.54Ni0.46B,0.98,14.59234722,exp,only_exp
1759,TaCo1.54Ni0.46B,1.96,14.47225473,exp,only_exp
1760,TaCo2B,0.49,20.7288597,exp,only_exp
1761,TaCo2B,0.98,17.62413026,exp,only_exp
1762,TaCo2B,1.96,17.6325403,exp,only_exp
1763,TaCo2B3,0.98,28.44104267,exp,only_exp
1764,TaCo2B3,1.46,24.43708062,exp,only_exp
1765,TaCo2B3,1.96,23.0024208,exp,only_exp
1766,TaHf2Ru5B2,0.49,19.5209908,exp,only_exp
1767,TaHf2Ru5B2,0.98,17.51711023,exp,only_exp
1768,TaHf2Ru5B2,1.96,17.18847847,exp,only_exp
1769,TaHf2Ru5B2,2.94,16.1581574,exp,only_exp
1770,TaHf2Ru5B2,4.9,15.36970831,exp,only_exp
1771,TaHfZrRu5B2,0.49,19.26378292,exp,only_exp
1772,TaHfZrRu5B2,0.98,16.50326042,exp,only_exp
1773,TaHfZrRu5B2,1.96,15.90789015,exp,only_exp
1774,TaHfZrRu5B2,2.94,15.60123127,exp,only_exp
1775,TaHfZrRu5B2,4.9,14.26446362,exp,only_exp
1776,TaSi2,0.49,14.0970378,exp,only_exp
1777,TaZr2Ru5B2,0.49,18.33416491,exp,only_exp
1778,TaZr2Ru5B2,0.98,16.69015972,exp,only_exp
1779,TaZr2Ru5B2,1.96,15.96945182,exp,only_exp
1780,TaZr2Ru5B2,2.94,14.6338089,exp,only_exp
1781,TaZr2Ru5B2,4.9,14.14061538,exp,only_exp
1782,TaZrNbRu5B2,0.49,18.76366858,exp,only_exp
1783,TaZrNbRu5B2,0.98,17.31300122,exp,only_exp
1784,TaZrNbRu5B2,1.96,15.91230783,exp,only_exp
1785,TaZrNbRu5B2,2.94,15.71838114,exp,only_exp
1786,TaZrNbRu5B2,4.9,15.3123158,exp,only_exp
1787,Ti0.02W0.98B4,0.49,43.68508133,exp,only_exp
1788,Ti0.02W0.98B4,0.98,38.21982809,exp,only_exp
1789,Ti0.02W0.98B4,1.96,34.3250259,exp,only_exp
1790,Ti0.02W0.98B4,2.94,31.6866518,exp,only_exp
1791,Ti0.02W0.98B4,4.9,29.92771973,exp,only_exp
1792,Ti0.04W0.96B4,0.49,46.01087326,exp,only_exp
1793,Ti0.04W0.96B4,0.98,38.88094046,exp,only_exp
1794,Ti0.04W0.96B4,1.96,35.11177628,exp,only_exp
1795,Ti0.04W0.96B4,2.94,32.47340218,exp,only_exp
1796,Ti0.04W0.96B4,4.9,30.96574611,exp,only_exp
1797,Ti0.06W0.94B4,0.49,47.39440416,exp,only_exp
1798,Ti0.06W0.94B4,0.98,39.10231981,exp,only_exp
1799,Ti0.06W0.94B4,1.96,35.96132165,exp,only_exp
1800,Ti0.06W0.94B4,2.94,32.97741902,exp,only_exp
1801,Ti0.06W0.94B4,4.9,31.15569195,exp,only_exp
1802,Ti0.2W0.8B4,0.49,39.80387072,exp,only_exp
1803,Ti0.2W0.8B4,0.98,36.22321157,exp,only_exp
1804,Ti0.2W0.8B4,1.96,33.17644191,exp,only_exp
1805,Ti0.2W0.8B4,2.94,30.97777682,exp,only_exp
1806,Ti0.2W0.8B4,4.9,30.09831078,exp,only_exp
1807,Ti0.4W0.6B4,0.49,37.1491435,exp,only_exp
1808,Ti0.4W0.6B4,0.98,32.2492853,exp,only_exp
1809,Ti0.4W0.6B4,1.96,31.30697625,exp,only_exp
1810,Ti0.4W0.6B4,2.94,30.08202971,exp,only_exp
1811,Ti0.4W0.6B4,4.9,28.54294013,exp,only_exp
1812,Ti0.5W0.5B4,0.49,36.34006068,exp,only_exp
1813,Ti0.5W0.5B4,0.98,32.19403051,exp,only_exp
